"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Azerbaijan","AZE","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1909959072306","70.1908682634731","81.5584738905832","95.831847133758","101.085455030691","97.1412503514856","99.6999194905951","87.0784915935788","95.1607277800384","91.3883075945008","79.5616879676141","75.1410941380089","75.3039175257732","72.3556985937172","68.7123396872289","52.5430225593931","45.6428502843243","43.0616526506938","41.930677775231","53.8800331446709","50.2439656187448","47.3862370876694","49.9969859545482","52.1862431679901","56.3234887933562","69.0982546924334","71.5405162084693","68.9278026893079","63.3517216142922","",
"Burundi","BDI","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","94.6428599307582","94.8275889587228","95.9016403962068","100.751877987127","92.6174452888224","96.4197328403602","95.4484540355337","94.2337029677585","94.8814722395508","94.14708886619","96.4014482722903","98.128251603484","100.15883012123","97.0047341213955","101.728240681145","103.146048436477","93.8379753643124","88.4993770064653","94.4818218400118","93.6432814055296","100.596916475185","95.8881695870626","102.238074350258","92.8753799996026","93.6774673989388","95.8990098061114","98.9483906822837","93.3813571857744","98.3274049116896","96.7348214639335","105.365229680521","104.177994695561","110.089472302158","106.238925630672","111.235866332322","107.988504318493","101.723274078297","98.5075845974329","104.668915542229","102.503293807642","107.134645590619","106.137382722716","108.353560845808","106.744693991586","107.323524477722","104.5","109.28702954424","110.013549332041","112.791016247379","103.625141398005","102.939620886773","109.054237331417","107.975723525689","113.780052459016","111.400026618883","97.8355844192571","101.048312139642","","","",
"Belgium","BEL","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","68.2916703066682","69.7053150501439","70.178494665174","70.8510348040179","70.5945446255177","74.0798423376266","74.0616748740512","75.4804755393212","76.0140910112641","77.4921106263215","77.9381392713284","80.7469641061292","81.2184321671097","81.4040674133403","80.2245777187329","80.486536364328","79.4769093035141","78.980580622994","76.3044669241176","75.021046969618","74.7650828335267","76.0103193761213","75.4598240375939","75.3106871418312","74.7698410527198","74.7113873349722","75.5038843691651","74.2778535257317","74.2734859029995","73.4870980157723","73.5820727900798","74.0616219518986","73.8307404319923","73.9374426162226","72.803092489458","72.7245146410309","72.3874609267497","71.7345033905066","73.7856144858909","76.0727860540608","75.5112085576437","75.492467416131","76.1787674377374","76.5846085459594","76.0076443449993","74.8722156288441","74.5905073589623","74.1861378563646","74.3753297683026","",
"Benin","BEN","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","94.5669806201548","94.2797148356292","96.1869327562739","97.1820051709871","97.8897238278337","98.8606427291481","100.57122150341","100.281284751142","97.3672886369803","96.9920984226567","97.6923647224475","99.7611686529775","99.0521072964796","97.212219795705","96.946776320898","99.5826463245154","101.385078054397","100.850941620755","101.956263889479","100.483227920848","106.349024511555","112.351620134584","94.7108467644414","100.49192039236","98.5722341544376","104.056005798506","102.475127623168","102.756140215038","102.646122386288","99.4923686808765","93.2972197044867","94.8617000177245","96.6413409615645","94.3948965676345","89.9442137876135","87.6424878624042","85.9690003654251","85.8145039885821","87.2525891112791","90.3870539218646","90.1432320139952","90.5227261159465","89.3142320338187","88.5760859987664","86.5988445114293","90.1412897624122","90.8326825095764","88.5494582313876","90.4135750289596","90.0572929100024","90.2873529922948","88.6824690822304","87.9291703707263","85.3340995999204","83.8003958745703","85.603001753742","89.3142447945044","89.1591527528454","83.0324519668931","",
"Burkina Faso","BFA","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","95.5647216323112","94.7523489659091","94.507988368463","94.3322603046155","92.2892391086078","91.2889025540898","91.9530665373066","94.3230341447958","93.9386833174731","94.1744588501321","93.397767039587","92.1938434025956","90.0292036342453","88.1182342975979","82.2943811644564","91.267257308273","87.6795702722398","94.8748109583911","94.0386828240973","96.7337074769658","99.441205830041","100.305018388957","97.2952400966408","96.3904851116264","95.54576044764","98.151346498675","99.8440092238575","97.4996609073665","97.3433790436373","94.4870205430129","94.5758661430951","91.6555268674409","91.3786230861955","92.2626000068009","83.6598120747345","88.54101683819","92.108376512618","88.3995784044462","91.1490206371072","96.3448101731592","95.3787838371336","100.093555579527","94.9836634948484","92.0059696876346","92.8085510417494","91.9519470536075","93.5893342662705","92.078848827578","90.9634476504195","90.1506120361586","83.4824896555895","80.1795024111114","79.1898295225502","82.4356027048736","83.1535167188272","85.9121602105122","84.8961715662353","82.7794127692153","80.4856716188854","",
"Bangladesh","BGD","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","92.416303823044","93.188233782192","88.0709337563346","91.8171645374732","92.1182771100022","92.2276056517583","93.3506430275766","92.5808717449419","89.1207211713807","91.0109726754256","92.8497142309504","96.2082699184179","103.360132345546","96.6038309453899","99.2726129129395","99.0575625296753","102.978749351542","93.8174764690049","98.3763900919046","98.4847524548075","97.9492722338368","85.161085589942","85.2190847652115","87.9512226601432","93.2229224495318","85.4856112934385","84.7887621494104","85.9015531590903","86.221292349249","84.7167366783816","84.0937105405582","85.426820993694","86.1355893082419","87.700716393226","86.8961488797552","86.8732099754156","83.5796126431686","82.8599749906797","81.3642891483229","81.272278607385","79.9812218392765","79.3684976504872","79.1610612688542","79.8143776904124","78.8120868054287","78.9442862491544","78.5633867639926","79.2526162018641","80.8105879536592","79.6675864216949","79.1899761491198","79.377916333271","78.7762373676001","77.9639056255853","77.9100576746867","77.8415298617768","75.0222507376373","74.6707485598856","77.165202097171","",
"Bulgaria","BGR","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","69.0333837385134","63.3963620677259","64.8040533553924","66.4177953083389","64.9116381283765","68.2095271404159","67.5599439922379","68.9332161735279","65.9129849707003","68.6287241783563","78.0205593228554","73.1422254974208","85.9511952191235","92.3459350953496","91.224695585997","73.3023109078003","88.457812427919","78.3063844681201","74.8952638742102","85.3287597968449","86.1550140003867","87.9041331989204","87.3721388384379","88.012113310614","87.6323178367379","86.8341514651347","84.9031644653893","85.2029497037691","82.784351509637","79.7093685218652","80.2817391164792","78.1535184932949","81.2307107230096","79.3597105517424","79.3977744877979","78.6634407825215","76.5424413045788","76.2521711161145","78.431655969453","",
"Bahrain","BHR","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","45.0047664277696","47.2658946238208","51.5173475342865","52.4138422101965","54.7769901259789","52.4215279295026","59.4754726844994","59.5734718185253","61.9567559801739","64.3491429751497","62.6194668008048","82.0360661404621","82.9433497536946","78.5506060451082","73.1584946422808","73.8746964569745","73.8831048199061","72.9820268511697","77.859016816481","76.1839757454901","56.6590553674333","62.3556700913328","61.6447049600017","56.3834546979298","51.579400123698","53.2292631210541","47.4393135859958","43.7128540795645","45.5556831335359","54.8884202129448","54.1114727782553","52.9149722735675","53.4473184832041","56.3225436804805","56.6230250968234","62.6981061784177","61.9406979189431","58.6219449675704","59.1013466905571","",
"Bahamas, The","BHS","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","70.9817671809257","73.5103315713599","78.5049939897356","74.2080431363738","76.1444164037855","72.2993093835139","71.1161126500462","78.3695066385772","75.30917720124","75.6643073811931","75.6853380871532","","76.0871979098628","75.6847757422615","80.0881343293177","78.3403023480219","79.5546571798189","80.2006750536975","81.9512977544474","83.9598226655583","69.3911906461414","70.0577472992235","67.1953065317347","66.5451614381035","70.1877773409651","66.2796301384053","67.628400613748","68.50802127817","69.1811878570993","71.7706361110428","70.5129050303532","72.4396731901957","73.2641685600824","74.1994659144037","76.7284480832535","76.6540739704305","75.8713161955663","77.1540434231061","77.7761759792407","76.3151670777444","81.0263030233266","","",
"Bosnia and Herzegovina","BIH","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.414458748456","116.133531486279","111.824617724844","107.764355808682","108.009442254166","108.675586284988","107.881863609209","107.362043808643","109.342127491781","107.737798405407","107.137781715585","103.783220801333","100.854300662844","98.9159279999064","97.4162774190067","",
"Belarus","BLR","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1316397228637","66.6666666666667","66.304347826087","74.7208121827411","79.9022087337717","79.6380649572086","80.5560913057303","77.3818935201592","77.7113795838846","78.1469261720836","76.3891261030458","79.177148114504","80.520538826167","78.5096595632959","74.3295900527686","72.7731833753156","70.6828819054588","70.334265421915","68.4822036692893","72.3094939662034","69.9041503565108","62.1538837084412","61.618318068094","64.6861695108832","66.5814545105708","67.7991089070258","70.162929572718","70.1088056345167","69.5248679137571","",
"Belize","BLZ","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","64.1999892432086","69.0807803572381","73.6664743299911","69.5288715500983","61.4471929624993","66.5093858352878","60.3083876625081","58.3361223896771","58.3961218099225","58.0705087306585","53.902176619178","56.6085571676159","84.884255163302","83.1120466653836","86.2339908656712","86.1503862673678","88.7438145459864","90.5220174370316","91.7750187248061","90.9181299283429","86.9974423501223","91.2596864682267","92.8710022933309","92.2603535502571","89.1937244143875","86.4120953934145","80.4422863131525","81.31752804276","80.5460647862565","86.3452283991185","86.1710126576207","85.7710611644087","84.3477432634289","85.9189682389261","84.5331308866165","84.8703272671505","89.6532096418986","85.8826473407169","","",
"Bermuda","BMU","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.3253904585613","70.535950229214","70.9865710547237","70.5372984415273","69.6797824070502","","","","","","",
"Bolivia","BOL","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","92.6546104041081","95.7307060755337","94.0116388211001","93.5146443514644","87.559956676466","88.2590529247911","88.9811320754717","89.2192894531685","86.2441130298273","85.6030423759508","83.3885118357888","86.1631837738168","82.7691387559809","80.1915163026274","76.9238090705753","83.2557462903695","83.0281522673642","83.7134760997817","82.8182761096779","82.3899789380335","81.0810810810811","84.0277777777778","84.6368715083799","82.484076433121","82.4934098309816","84.328603584376","90.8482894262431","91.3649748694284","90.3905788718708","89.0706926615023","88.6173702025288","89.908508870524","92.3149970977568","92.7418199843174","91.1630309105308","89.3911392724316","88.4553274031109","88.6164891607326","89.2772798173248","91.6346055308587","90.9048061707627","91.0150890140526","89.7866758438948","87.5342949906557","84.1657827430349","82.2920344235862","77.1290895873846","77.2839434837955","75.5011683950796","80.2105634221962","76.1296956098147","74.4814390364516","72.9433755040865","74.0282220240405","77.6444965839583","85.9149760842116","86.3676616130164","84.6760776227555","84.5360221193149","",
"Brazil","BRA","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","80.3801976693312","78.7039116328364","81.7155499260727","80.8146553119886","80.689794854483","77.7962381577223","79.2740421243367","83.0812842082009","81.6922963745176","77.5811099681407","79.8782848896729","80.6067582765623","80.4140802748319","77.9858186717704","80.4819214703121","77.1281348378006","79.2806936088541","78.5962358562579","78.2155947671249","79.2872131179914","78.9066312243537","77.2949789759106","79.5710364305657","80.9044771672023","78.6362409108156","75.6466037010753","78.4448732547214","74.4280624587884","72.085797255274","69.6288713654998","78.5969475922489","79.4678698205222","78.5822739308673","77.7464149364697","77.0093133147048","84.6343635763917","84.90822573366","84.844924489108","84.2128323442722","84.4628102035582","83.360546079648","83.4510033871204","81.7080973759803","80.9221289108927","78.6741611075176","79.3942531986753","79.4765933840396","78.8179351932058","78.5701855581838","81.6070982862781","79.2396869974551","78.9431087140017","79.9419701085828","80.6077442157334","82.1130952071949","83.7416172389046","84.6255707288975","83.9619313889576","84.048644191373","",
"Barbados","BRB","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","90.7990857182245","91.2972149301815","87.5004277538795","87.3964829611111","87.1912779055106","77.3995954926322","81.7231964717001","80","78.9057693217852","79.0168490533264","76.8940336901502","83.7836816446846","83.9076120529892","79.0752452245741","79.1374883286648","83.3591350288733","85.8951175406872","85.66815316008","85.4476977281011","82.5394624326885","86.36553467414","85.4071325499897","86.8178804072239","84.4086207492995","85.5336568617741","86.2149607560468","88.2133059535078","86.9005552751136","84.5290623998046","87.6207549048899","88.4266030328689","89.4947922901951","83.4961742201295","84.5514429109159","89.1884954073148","87.497516501468","90.3366302645412","89.1567429424335","95.069918699187","94.9483003678106","95.1954015466335","97.0181384617083","98.2679501444314","","",
"Brunei Darussalam","BRN","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","24.5394083021176","28.2991625758013","19.4818122351469","17.4126999148292","15.1522014857764","14.4658936215578","15.2744087325652","13.713480405442","15.5388745822147","20.8028163812947","","","","","","50.9398085535667","48.5033693778405","49.3979671618452","54.2479823917828","64.3804642749472","65.8497517219286","63.397913561848","63.884652710384","64.455099131787","70.1327433628319","63.1140182121329","50.6449248545931","55.7446016002831","52.770869216899","51.3871198714846","48.6155409194847","40.8697627214368","37.8710399543504","42.7846249695262","34.8290755420901","47.6481779224024","36.864633493847","31.5023816675964","32.1976221484687","35.4255930032245","37.0206244576155","44.8475644054449","47.3735508167076","46.9528387938146","43.6836325951163","",
"Bhutan","BTN","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2512498751632","60.8524555701875","65.2112848969971","66.3608433776543","68.0994189545942","74.1497934878074","58.2255214671327","72.9902998592584","66.2520827853281","71.76547263194","66.5761755658855","61.6303472630959","56.4025940709881","75.8542547618867","68.7108174390105","76.0317268590636","67.4111338798639","69.2026594273924","","",
"Botswana","BWA","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","110.034066131627","109.97478237573","109.611670724464","109.647442249675","107.522018646754","105.640243902439","99.8644986449865","100.713444868548","109.157894736842","91.5391539153916","90.9354604786077","77.9735682819383","72.2265932336743","72.2336972558277","75.9798028372205","78.2981153626499","82.1638330757342","84.9441157133465","80.100214745884","73.9075127207423","73.3309077678734","78.4195882025598","77.0537294866274","71.0930512890306","67.7073957977716","61.9462976496381","59.3125453781192","57.8117896651008","49.8231936804665","50.8034859299434","57.3695293058342","60.289182322868","62.9728277643777","63.3388573064009","66.8602312280272","69.4857482728645","61.5554548895743","63.634478769956","66.9823157478759","60.1181322797637","58.2247747274888","57.9413021309241","59.7544746629475","60.5853773198657","60.3186199597083","57.5074854086745","55.7688079434244","57.2391463600799","64.4207118732644","71.7597645910788","68.9027412995969","64.8089953333095","71.2620046163726","70.5700284098984","68.4594660629329","74.2822266327004","67.0827380034556","69.3116035429444","69.7698670395563","",
"Central African Republic","CAF","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","91.2727265018183","88.0794992039818","89.8360645450149","91.4826702464941","90.2298982709057","89.1598943089431","93.0412396907216","98.7592754342432","89.0998113358888","93.8981131208554","91.6401795084944","88.8756230453842","90.4447770239588","87.0230217716578","100.09746658627","104.98831508528","95.1734844999152","97.5665724585721","99.578571943453","102.90617420489","108.852112054803","100.936888092552","105.377379896863","100.634606754846","99.8005412584265","94.2433952309256","97.6567424938312","98.0750369865519","96.7997175831059","94.4034305979666","96.0999859785089","95.8879678408099","97.0951747684783","94.9348665987302","89.9131568255688","91.9149700491248","96.8686110432209","91.9697587017728","94.7229898209689","91.8030645440479","93.8429509669707","95.1752219793463","94.5582661727041","93.3544363419142","98.4359736180171","98.2576578926477","97.529706840135","98.662994861029","99.7018086518345","94.0315404267924","89.9263853332855","90.6098323956215","94.6032986334634","92.4763562007099","88.7125371459152","86.8315728872174","93.1489280402512","93.4139975635873","","",
"Canada","CAN","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","78.6788284757358","77.3507071765322","76.8264979108353","75.5322100356965","74.4258942639713","73.7793743451579","75.3087106463455","76.0083493489799","76.054693820939","77.6425937254221","77.6588703504637","77.7081187135317","75.5746803970172","74.5915470903709","77.5030647979138","76.5265694205829","77.4469517229902","77.337708248102","75.3937014984517","75.3534089213655","74.3869187543072","76.860587476375","77.188693586472","76.065687039238","76.476434271947","77.8939841738965","76.8275965771796","75.8996221979145","76.529761175201","78.7606584155487","81.6138078778353","82.4501863777358","81.8226503072758","79.5291238709726","77.7451135320451","77.4493800049707","76.9990043146366","77.2054689292059","75.854640014814","73.9095214639558","74.9065545525885","76.0995819923797","75.8824362141761","74.4234246483756","73.6569072735331","73.9216475998303","74.2033209365936","74.3796292991265","79.7338845769811","78.6643772362106","77.2484324167958","77.2985964511896","76.8837626980731","76.2737038860807","78.8764076629032","79.7533283526631","78.9214924903908","79.0588902242886","",
"Central Europe and the Baltics","CEB","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","70.0373667351107","69.9979242591974","70.3264514998907","71.5137224939124","70.099274959373","69.5563350615659","69.2314790919019","69.1552050909485","68.1285601318412","67.4200787633872","66.8047506848332","68.7072737848702","70.4013197265523","70.2019796651131","69.389195432447","69.7868021919183","70.7367980411782","70.7279652787756","70.2263495954757","70.5439791713257","69.1596555965869","69.4391724113636","69.913914814118","70.2495633763858","69.5377113709485","68.7338470175577","66.3368994316599","64.4403108270027","64.1278291802466","66.2510644018165","65.457501954072","64.8299610830458","65.2298004662473","65.4001032011558","65.0762252834342","65.2304685333525","65.5252060785608","65.7529715213628","64.7633741144483","",
"Channel Islands","CHI","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","88.9566236811254","88.9793362554791","89.0107945496373","87.6487579433853","86.755521706017","84.2454214444867","82.5152207001523","82.5372172078304","82.8666892234817","82.538155420475","82.9013280225977","86.5292686192202","91.3250401934402","93.9431380618881","78.1707324497189","88.8689565716881","82.8897840060372","87.3774233558421","85.5319749517527","85.0410517374067","83.1393693485583","88.1849099968827","90.9494433867357","86.0032506814582","83.1925772888123","79.8170913645851","78.0564744652931","74.886820028208","70.2734543913453","70.2195443971352","71.6178155349887","72.976143498322","74.8266134961967","75.9406455115634","74.5850526650646","72.3862985568842","73.6272187209445","74.2265411540429","76.33507449727","76.9451764910762","76.1356723765998","75.9790805351353","75.4527824906024","73.957176984706","70.3499729878574","69.4569607591716","64.6926194844701","65.423942881644","71.1238080865012","71.197286745018","70.4335047923673","72.0389856162374","73.5786910096793","74.9489616701597","75.8098262208031","76.4338457569592","77.1697124414756","77.0273411043681","77.1987066521212","",
