ds,0
2020-06-25,21122.311208250416
2020-06-26,21338.296835609224
2020-06-27,21189.14520082629
2020-06-28,21408.91325510679
2020-07-01,21188.68254317172
2020-07-02,21266.242681389336
2020-07-03,21317.720691509792
2020-07-04,21214.784415636645
2020-07-05,20998.944468444068
2020-07-08,21515.263436027642
2020-07-09,21266.075143704362
2020-07-10,21193.702959187638
2020-07-11,21326.522839434852
2020-07-12,21424.147379259488
2020-07-15,21392.5949259253
2020-07-16,21337.943030643855
2020-07-17,20377.88924176781
2020-07-18,20449.152616396004
2020-07-19,19522.993910214038
2020-07-22,19760.249637111818
2020-07-23,19821.31544378787
2020-07-24,19892.329252055973
2020-07-25,19972.501267615153
2020-07-26,20298.35393937565
2020-07-29,20633.197684115406
2020-07-30,20694.14186221522
2020-07-31,20540.167961607392
2020-08-01,20553.469491778942
2020-08-02,20212.458789445707
2020-08-05,20276.32178619754
2020-08-06,20075.986107214805
2020-08-07,19766.089988723663
2020-08-08,19699.90100686713
2020-08-09,19756.63877488787
2020-08-12,19599.524967476307
2020-08-13,19318.879144992454
2020-08-14,19173.903362990583
2020-08-15,19012.8602094026
2020-08-16,18664.51664168451
2020-08-19,19241.393216854525
2020-08-20,19225.971229174997
2020-08-21,19234.15730791803
2020-08-22,19207.347175623414
2020-08-23,19573.02148856769
2020-08-26,19870.272848483426
2020-08-27,19776.06608038604
2020-08-28,19837.278957961247
2020-08-29,19772.516963919294
2020-08-30,19153.872626999997
2020-09-02,19217.899678526832
2020-09-03,19218.804011739787
2020-09-04,19403.098196439718
2020-09-05,19044.415931386928
2020-09-06,19252.313826735728
2020-09-09,19339.400210907068
2020-09-10,19170.63015728913
2020-09-11,18930.716392114493
2020-09-12,18882.991254097
2020-09-13,18607.499122121197
2020-09-16,18760.732456669342
2020-09-17,18328.79876076535
2020-09-18,18231.83399699399
2020-09-19,18542.81059460568
2020-09-20,18912.70701116883
2020-09-23,19052.76014694801
2020-09-24,19167.893064502816
2020-09-25,18733.654150550763
2020-09-26,18943.21150667146
2020-09-27,17802.999084686264
2020-09-30,17717.439618096894
2020-10-01,17551.949290513996
2020-10-02,17810.036817610602
2020-10-03,17936.915546914763
2020-10-04,18168.1782469894
2020-10-07,17972.229362738923
