month_year,LME Ni cash price,LME Co cash price,LME Cu cash price,LME Al cash price,Ni usage,Co usage,Cu usage,Al usage
2018-05,14364.967391304348,90195.65217391304,6825.478260869565,2300.695652173913,988.7527163078175,417.64538120624627,343.55580693565224,970.3165620120318
2018-06,15105.654761904761,81188.09523809524,6965.857142857143,2237.6190476190477,1039.7348473260456,375.9364466897258,350.6216825028572,943.714054193478
2018-07,13793.863636363636,70647.72727272728,6250.75,2082.2386363636365,949.443167346847,327.1299256341198,314.62725074,878.1824892900948
2018-08,13408.16304347826,63324.19565217391,6052.804347826087,2052.4347826086955,922.8950730485052,293.2187660413667,304.6637909408696,865.6127376661118
2018-09,12510.35,62210.325,6050.7625,2026.4625,861.097850590967,288.06105697303343,304.561015919,854.6589481265603
2018-10,12314.91304347826,60626.782608695656,6219.586956521739,2029.858695652174,847.6457614658098,280.72856200534545,313.0586801373913,856.0912909425358
2018-11,11239.71590909091,54962.931818181816,6195.920454545455,1938.5113636363637,773.6390437175043,254.50245170527924,311.8674428536364,817.5656262954969
2018-12,10831.833333333334,55238.09523809524,6061.642857142857,1918.2261904761904,745.564144991381,255.77657887919406,305.10867129714285,809.0103706440162
2019-01,11483.152173913044,41326.086956521736,5939.532608695652,1854.108695652174,790.394965365918,191.35788615885133,298.9623349765218,781.9688681820639
2019-02,12685.225,32100.0,6300.4875,1862.9875,873.1346430565732,148.63706191591788,317.13075398100005,785.7134968561867
2019-03,13026.27380952381,31333.333333333332,6439.464285714285,1871.2142857142858,896.6093177721135,145.08705939871527,324.1260559857143,789.1831371900365
2019-04,12755.988636363636,33636.36363636364,6440.397727272727,1846.1363636363637,878.0053633140182,155.75109858082587,324.1730401318182,778.606543493229
2019-05,12035.91304347826,34152.17391304348,6023.358695652174,1780.304347826087,828.4419581897321,158.1395261207551,303.1816640617392,750.8419431685438
2019-06,11943.9375,28809.0,5882.225,1755.95,822.1112046299942,133.39829024098685,296.07779546200004,740.570516337131
2019-07,13546.304347826086,27340.32608695652,5941.195652173913,1796.9891304347825,932.4034545287792,126.59768664761187,299.04604313913046,757.8787369676238
2019-08,14578.0,25593.0,5875.0,1753.0,1003.4159288840933,118.50680142099957,295.71413,739.326356182688
