month_year,LME Ni cash price,LME Co cash price,LME Cu cash price,LME Al cash price,Ni usage,Co usage,Cu usage,Al usage
2015-01,14849.190476190477,30749.47619047619,5830.535714285715,1814.7190476190476,1236.2855109151728,278.71073457096327,165.12077142857143,2092.008118095238
2015-02,14573.8375,29155.375,5729.275,1817.8200000000002,1213.3606992631512,264.26193189784084,162.253068,2095.5828960000003
2015-03,13755.5,27568.784090909092,5939.670454545455,1773.8636363636363,1145.229120244704,249.88120180028884,168.21146727272728,2044.9099999999999
2015-04,12844.204545454546,28657.977272727272,6038.556818181818,1815.7386363636363,1069.3582255704218,259.7535596223792,171.01192909090906,2093.1834999999996
2015-05,13480.380952380952,30084.095238095237,6293.726190476191,1805.1785714285713,1122.3237845704411,272.67977609678076,178.2383257142857,2081.009857142857
2015-06,12825.227272727272,30650.386363636364,5833.011363636364,1687.7272727272727,1067.778252079811,277.8125924934864,165.19088181818182,1945.612
2015-07,11413.097826086956,31579.869565217392,5456.75,1639.5,950.2098784221809,286.2373521309938,154.53516,1890.0156
2015-08,10369.190476190477,29191.333333333332,5128.238095238095,1550.0119047619048,863.2982361017328,264.5878552870784,145.23170285714286,1786.8537238095237
2015-09,9937.545454545454,27714.30681818182,5217.25,1589.6022727272727,827.3611601396422,251.20020788558642,147.75251999999998,1832.4935
2015-10,10316.829545454546,27499.045454545456,5216.090909090909,1516.4886363636363,858.9388698379179,249.24909651015363,147.71969454545456,1748.2080999999998
2015-11,9244.333333333334,24413.70238095238,4799.9047619047615,1467.892857142857,769.647030684608,221.28379950418721,135.93330285714285,1692.1868857142856
2015-12,8698.369565217392,24016.728260869564,4643.326086956522,1500.2282608695652,724.1922230916523,217.68565858209203,131.4989947826087,1729.4631391304347
2016-01,8520.27380952381,23173.428571428572,4482.928571428572,1482.0119047619048,709.3646671604046,210.04205924232963,126.95653714285716,1708.463323809524
2016-02,8298.5,22275.880952380954,4598.619047619048,1531.2619047619048,690.900647330208,201.90676111017285,130.23289142857143,1765.2387238095237
2016-03,8708.119565217392,22973.260869565216,4955.815217391304,1525.4673913043478,725.0039699509003,208.22775558141078,140.34868695652173,1758.558808695652
2016-04,8878.857142857143,23000.5,4872.738095238095,1571.2261904761904,739.2189127616367,208.4746488294624,137.99594285714286,1811.3095523809523
2016-05,8681.59090909091,23439.363636363636,4712.511363636364,1555.8295454545455,722.7952978185165,212.4524728974144,133.45832181818184,1793.5603
2016-06,8928.352272727272,23692.727272727272,4641.965909090909,1593.5068181818183,743.339683656011,214.748940153216,131.46047454545456,1836.99466
2016-07,10262.857142857143,25085.52380952381,4864.9047619047615,1629.047619047619,854.4453387307885,227.37313392724482,137.77410285714282,1877.9660952380952
2016-08,10310.826086956522,26283.695652173912,4745.228260869565,1638.804347826087,858.4390453681336,238.2332654084661,134.38486434782607,1889.213652173913
2016-09,10191.78409090909,26625.0,4722.204545454545,1592.3636363636363,848.5280744542755,241.32682007280002,133.7328327272727,1835.6767999999997
2016-10,10259.738095238095,28205.666666666668,4731.261904761905,1665.904761904762,854.1856590273418,255.65385332206725,133.98933714285715,1920.4550095238094
2016-11,11128.90909090909,29258.409090909092,5450.931818181818,1737.1136363636363,926.5494360412275,265.195824461904,154.3703890909091,2002.5446
2016-12,10916.045454545454,31692.886363636364,5641.75,1728.2386363636363,908.8272423728902,287.2617271385904,159.77436,1992.3134999999997
2017-01,9971.125,34630.09090909091,5744.034090909091,1787.2727272727273,830.156861735304,313.88430865438085,162.67104545454546,2060.368
2017-02,10643.3,43005.0,5940.9125,1860.75,886.1195227727424,389.793798957024,168.246642,2145.0726
2017-03,10204.66304347826,52765.217391304344,5824.630434782609,1901.4673913043478,849.6003256643708,478.2596102720557,164.95353391304351,2192.011608695652
2017-04,9617.875,55300.0,5681.5125,1918.6,800.746648604088,501.23467230144,160.90043400000002,2211.7620799999995
2017-05,9160.934782608696,54983.94565217391,5606.054347826087,1914.141304347826,762.7035935957301,498.36998156975733,158.7634591304348,2206.622095652174
2017-06,8931.761363636364,57449.454545454544,5719.761363636364,1885.2863636363638,743.6235112291746,520.7171523144192,161.9836418181818,2173.3581200000003
2017-07,9491.392857142857,58548.90476190476,5985.119047619048,1902.9642857142858,790.2162401717554,530.6824790586176,169.4985714285714,2193.7372285714287
2017-08,10913.282608695652,58564.47826086957,6492.70652173913,2031.5869565217392,908.597218635335,530.8236359781514,183.87344869565214,2342.0134434782613
2017-09,11215.785714285714,60128.5,6577.166666666667,2096.4880952380954,933.7824438533348,544.9998009670369,186.26536000000002,2416.831476190476
2017-10,11335.772727272728,59905.86363636364,6807.602272727273,2131.4886363636365,943.7720931807971,542.9818431954337,192.79129636363638,2457.1801
2017-11,11972.0,62118.045454545456,6826.545454545455,2097.440909090909,996.741887068416,563.0328780726048,193.32776727272727,2417.9298799999997
2017-12,11550.095238095239,72877.09523809524,6857.809523809524,2090.0714285714284,961.6157470296504,660.5520244113472,194.2131657142857,2409.4343428571424
2018-01,12857.945652173914,77202.71739130435,7071.989130434783,2211.7391304347825,1070.502256362426,699.7591094468557,200.27873217391306,2549.6928695652173
2018-02,13595.875,80792.6,7006.525,2181.7875,1131.939367177272,732.2975114897166,198.424788,2515.1646299999998
2018-03,13386.15909090909,87884.68181818182,6793.727272727273,2065.4886363636365,1114.4792409681556,796.5795604240993,192.3983563636364,2381.0953000000004
2018-04,13905.47619047619,90914.28571428571,6843.309523809524,2241.9285714285716,1157.7155511760914,824.03964208896,193.80252571428574,2584.495257142857
2018-05,14364.967391304348,90195.65217391304,6825.478260869565,2300.695652173913,1195.9709910862812,817.526006517287,193.29754434782606,2652.241947826087
2018-06,15105.654761904761,81188.09523809524,6965.857142857143,2237.6190476190477,1257.6377240882857,735.88224794656,197.2730742857143,2579.527238095238
2018-07,13793.863636363636,70647.72727272728,6250.75,2082.2386363636365,1148.4231265347055,640.3452157032001,177.02123999999998,2400.4047
2018-08,13408.16304347826,63324.19565217391,6052.804347826087,2052.4347826086955,1116.3112039824186,573.9653247101205,171.41541913043477,2366.046817391304
2018-09,12510.35,62210.325,6050.7625,2026.4625,1041.562802112125,563.8692923171986,171.35759399999998,2336.10597
2018-10,12314.91304347826,60626.782608695656,6219.586956521739,2029.858695652174,1025.2914856364828,549.516193735266,176.13870260869567,2340.021104347826
2018-11,11239.71590909091,54962.931818181816,6195.920454545455,1938.5113636363637,935.7747782609564,498.1795138989648,175.46846727272728,2234.7158999999997
2018-12,10831.833333333334,55238.09523809524,6061.642857142857,1918.2261904761904,901.816070587808,500.67357260800003,171.6657257142857,2211.331152380952
2019-01,11483.152173913044,41326.086956521736,5939.532608695652,1854.108695652174,956.0423293785392,374.57626859227827,168.20756347826085,2137.416504347826
2019-02,12685.225,32100.0,6300.4875,1862.9875,1056.122210523509,290.95177180608,178.429806,2147.65199
2019-03,13026.27380952381,31333.333333333332,6439.464285714285,1871.2142857142858,1084.5166002651727,284.0027679104,182.36562857142857,2157.1358285714286
2019-04,12755.988636363636,33636.36363636364,6440.397727272727,1846.1363636363637,1062.0137140688576,304.8772460160001,182.39206363636362,2128.226
