,LME Ni cash price,LME Co cash price,LME Cu cash price,LME Al cash price,Lithium,Ni usage,Co usage,Cu usage,Al usage,Li Usage
2017-09,11215.785714285714,60128.5,6577.166666666667,2096.4880952380954,,9.474649089426546,2.388698434408846,1.6827328583304393,0.26390575575331304,
2017-10,11335.772727272728,59905.86363636364,6807.602272727273,2131.4886363636365,,9.576009339372515,2.37985385765638,1.7416885737166192,0.2683116211042736,
2017-11,11972.0,62118.045454545456,6826.545454545455,2097.440909090909,,10.113468800864883,2.467736230336866,1.7465350853077475,0.264025695885809,
2017-12,11550.095238095239,72877.09523809524,6857.809523809524,2090.0714285714284,,9.757060460866542,2.8951562619972635,1.754533829949934,0.26309802626039097,
2018-01,12857.945652173914,77202.71739130435,7071.989130434783,2211.7391304347825,11426.030160226202,10.861880403982388,3.0669983479500953,1.809330534962621,0.2784135469561432,7.68224715382516
2018-02,13595.875,80792.6,7006.525,2181.7875,11056.233766233769,11.485253728112164,3.2096120330927955,1.792581887876798,0.2746432380839444,7.433615979619774
2018-03,13386.15909090909,87884.68181818182,6793.727272727273,2065.4886363636365,11830.434919634417,11.308094080297602,3.491356043600131,1.7381387292938433,0.2600035463199326,7.954147128566309
2018-04,13905.47619047619,90914.28571428571,6843.309523809524,2241.9285714285716,11507.627118644066,11.746792483590914,3.6117117831163723,1.750824082625231,0.28221379140271663,7.737108552996718
2018-05,14364.967391304348,90195.65217391304,6825.478260869565,2300.695652173913,12350.689655172413,12.134952350267117,3.583162944997978,1.746262049522639,0.28961138688286364,8.303938386361457
2018-06,15105.654761904761,81188.09523809524,6965.857142857143,2237.6190476190477,11561.612903225807,12.76065554219511,3.2253236982109046,1.782177234481135,0.28167130888613445,7.773405686308493
2018-07,13793.863636363636,70647.72727272728,6250.75,2082.2386363636365,10983.712737127371,11.652506642979306,2.8065911428175787,1.599220902750778,0.26211203499626157,7.384856746392434
2018-08,13408.16304347826,63324.19565217391,6052.804347826087,2052.4347826086955,12075.419664268587,11.326682143094462,2.5156524279592416,1.5485775680205207,0.2583603282408432,8.118861673408643
2018-09,12510.35,62210.325,6050.7625,2026.4625,12009.40251572327,10.568245440436018,2.4714021791923213,1.5480551721922258,0.25509093935852384,8.074475299103302
2018-10,12314.91304347826,60626.782608695656,6219.586956521739,2029.858695652174,12430.06501182033,10.403148083075624,2.4084934881235482,1.5912480050147038,0.2555184521988347,8.357306100181692
2018-11,11239.71590909091,54962.931818181816,6195.920454545455,1938.5113636363637,12646.302784993657,9.494864364949514,2.183488182552551,1.5851930572635593,0.24401965726341984,8.502692730027361
2018-12,10831.833333333334,55238.09523809524,6061.642857142857,1918.2261904761904,12572.22582263198,9.15030140935808,2.194419478532889,1.550838853282055,0.2414661612690558,8.452887371098067
2019-01,11483.152173913044,41326.086956521736,5939.532608695652,1854.108695652174,12997.193345261583,9.700509626332554,1.6417432534203797,1.519597600351309,0.23339505608750244,8.738612640103026
2019-02,12685.225,32100.0,6300.4875,1862.9875,12997.193345261583,10.71597287583121,1.2752225607577763,1.6119459756861165,0.23451271927715803,8.738612640103026
2019-03,13026.27380952381,31333.333333333332,6439.464285714285,1871.2142857142858,12997.193345261583,11.004077327442566,1.2447655317884836,1.647502441824004,0.23554830641274946,8.738612640103026
2019-04,12755.988636363636,33636.36363636364,6440.397727272727,1846.1363636363637,12997.193345261583,10.77575117758525,1.3362570022100746,1.6477412578463624,0.23239149956336685,8.738612640103026
2019-05,12035.91304347826,34152.17391304348,6023.358695652174,1780.304347826087,12997.193345261583,10.167459994582366,1.3567483698702876,1.541044055649741,0.22410457061555328,8.738612640103026
2019-06,11943.9375,28809.0,5882.225,1755.95,12997.193345261583,10.089762718487313,1.1444824533604603,1.5049357556586322,0.22103884723581113,8.738612640103026
2019-07,13546.304347826086,27340.32608695652,5941.195652173913,1796.9891304347825,12786.713899959092,11.443378415365807,1.0861370917308826,1.5200230811164361,0.22620484973181865,8.597097599713727
2019-08,14578.0,25593.0,5875.0,1753.0,12786.713899959092,12.31491381381626,1.0167218379275318,1.5030872781123579,0.22066750146893527,8.597097599713727
