month_year,LME Ni cash price,LME Co cash price,LME Cu cash price,LME Al cash price,Ni usage,Co usage,Cu usage,Al usage
2015-01,14849.190476190477,30749.47619047619,5830.535714285715,1814.7190476190476,688.7945234632122,95.9541281921857,255.78863366428573,759.5862989276156
2015-02,14573.8375,29155.375,5729.275,1817.8200000000002,676.022000791124,90.97971532626367,251.34627347299997,760.8842634501619
2015-03,13755.5,27568.784090909092,5939.670454545455,1773.8636363636363,638.0625989470726,86.02873838810635,260.57643146954547,742.4854641359271
2015-04,12844.204545454546,28657.977272727272,6038.556818181818,1815.7386363636363,595.7912495860224,89.42757944630317,264.9146276631818,760.0130678216472
2015-05,13480.380952380952,30084.095238095237,6293.726190476191,1805.1785714285713,625.3009272852898,93.8777985400671,276.1090407138095,755.592945240697
2015-06,12825.227272727272,30650.386363636364,5833.011363636364,1687.7272727272727,594.9109698464788,95.64491713804505,255.89724168863637,706.4313973956945
2015-07,11413.097826086956,31579.869565217392,5456.75,1639.5,529.4079358038769,98.5453811890266,239.39046000999997,686.2449251997119
2015-08,10369.190476190477,29191.333333333332,5128.238095238095,1550.0119047619048,480.9852512969597,91.09192375885195,224.97847192190477,648.7879253687078
2015-09,9937.545454545454,27714.30681818182,5217.25,1589.6022727272727,460.96296607771006,86.48284389354998,228.88347047,665.3592514455745
2015-10,10316.829545454546,27499.045454545456,5216.090909090909,1516.4886363636363,478.5564372554014,85.81111809395456,228.8326205490909,634.7561029750392
2015-11,9244.333333333334,24413.70238095238,4799.9047619047615,1467.892857142857,428.80762983531844,76.18326612774396,210.57431785523806,614.4153851486377
2015-12,8698.369565217392,24016.728260869564,4643.326086956522,1500.2282608695652,403.4825554421669,74.94450338032505,203.70512996434783,627.9500034540584
2016-01,8520.27380952381,23173.428571428572,4482.928571428572,1482.0119047619048,395.2214060299834,72.31297606571948,196.66840755142857,620.3251898312998
2016-02,8298.5,22275.880952380954,4598.619047619048,1531.2619047619048,384.93420648920664,69.51216740272963,201.74380890095236,640.9397446139078
2016-03,8708.119565217392,22973.260869565216,4955.815217391304,1525.4673913043478,403.93481892511807,71.68835022801237,217.41419061086955,638.5143372005195
2016-04,8878.857142857143,23000.5,4872.738095238095,1571.2261904761904,411.85465190296304,71.77335027800972,213.76955406190476,657.6675813084242
2016-05,8681.59090909091,23439.363636363636,4712.511363636364,1555.8295454545455,402.7042607284232,73.14282978919461,206.7403240286364,651.2230131405651
2016-06,8928.352272727272,23692.727272727272,4641.965909090909,1593.5068181818183,414.1505329105715,73.93345421129142,203.6454582540909,666.9935756318467
2016-07,10262.857142857143,25085.52380952381,4864.9047619047615,1629.047619047619,476.0528734828946,78.27969336702702,213.42590165523805,681.8698758646551
2016-08,10310.826086956522,26283.695652173912,4745.228260869565,1638.804347826087,478.2779608400097,82.01860371053148,208.17563132304346,685.9537463195339
2016-09,10191.78409090909,26625.0,4722.204545454545,1592.3636363636363,472.7560790195109,83.08364823164752,207.16556895545452,666.5150744294631
2016-10,10259.738095238095,28205.666666666668,4731.261904761905,1665.904761904762,475.9081933454915,88.01613849661744,207.56292001809524,697.2971568912334
2016-11,11128.90909090909,29258.409090909092,5450.931818181818,1737.1136363636363,516.22555763085,91.30123450616821,239.1352133481818,727.1030298565192
2016-12,10916.045454545454,31692.886363636364,5641.75,1728.2386363636363,506.3516653667007,98.89805153359406,247.50650621,723.3882242992471
2017-01,9971.125,34630.09090909091,5744.034090909091,1787.2727272727273,462.5205868144473,108.06363535477497,251.9937624659091,748.0981024939053
2017-02,10643.3,43005.0,5940.9125,1860.75,493.7000951890791,134.19764477753995,260.6309206495,778.8534581063519
2017-03,10204.66304347826,52765.217391304344,5824.630434782609,1901.4673913043478,473.3534820908642,164.65452621992637,255.52956598173915,795.8965219367756
2017-04,9617.875,55300.0,5681.5125,1918.6,446.1347329321418,172.5643473130557,249.25090776149997,803.0677117951615
2017-05,9160.934782608696,54983.94565217391,5606.054347826087,1914.141304347826,424.9391048072364,171.57809573533305,245.9405193873913,801.2014371600201
2017-06,8931.761363636364,57449.454545454544,5719.761363636364,1885.2863636363638,414.3086669955195,179.27174732599318,250.92890529863638,789.1236350068151
2017-07,9491.392857142857,58548.90476190476,5985.119047619048,1902.9642857142858,440.26773247473756,182.70259559009682,262.5702848809524,796.5230764914445
2017-08,10913.282608695652,58564.47826086957,6492.70652173913,2031.5869565217392,506.2235080039429,182.75119288999267,284.83841131608693,850.3606215400862
2017-09,11215.785714285714,60128.5,6577.166666666667,2096.4880952380954,520.2554165308852,187.63174244869924,288.54372179333336,877.5262678247962
2017-10,11335.772727272728,59905.86363636364,6807.602272727273,2131.4886363636365,525.8211339054911,186.93700286860772,298.6530516577273,892.1764317324793
2017-11,11972.0,62118.045454545456,6826.545454545455,2097.440909090909,555.3331710657085,193.84014412705898,299.48409889454547,877.9250867763993
2017-12,11550.095238095239,72877.09523809524,6857.809523809524,2090.0714285714284,535.7626975177388,227.41389464436352,300.85566987047616,874.8404459664868
2018-01,12857.945652173914,77202.71739130435,7071.989130434783,2211.7391304347825,596.4286445382793,240.91205311798785,310.2518405865217,925.766852166205
2018-02,13595.875,80792.6,7006.525,2181.7875,630.6582339761936,252.1143270655476,307.379895143,913.2300089900375
2018-03,13386.15909090909,87884.68181818182,6793.727272727273,2065.4886363636365,620.9303521838127,274.2452578077779,298.0443481927272,864.5508354755832
2018-04,13905.47619047619,90914.28571428571,6843.309523809524,2241.9285714285716,645.0193942562522,283.6991749677826,300.2195473304762,938.4032356225051
2018-05,14364.967391304348,90195.65217391304,6825.478260869565,2300.695652173913,666.3333522943988,281.4566699433399,299.4372805530435,963.001351468978
2018-06,15105.654761904761,81188.09523809524,6965.857142857143,2237.6190476190477,700.6908753719003,253.3484749430761,305.59577510285715,936.5993997918781
2018-07,13793.863636363636,70647.72727272728,6250.75,2082.2386363636365,639.8421345163534,220.45712379690679,274.22365289,871.5618769498712
2018-08,13408.16304347826,63324.19565217391,6052.804347826087,2052.4347826086955,621.9510274892101,197.60395102787757,265.5396741973913,859.0868886054232
2018-09,12510.35,62210.325,6050.7625,2026.4625,580.3050732243474,194.12810361226164,265.4500972715,848.2156796172743
2018-10,12314.91304347826,60626.782608695656,6219.586956521739,2029.858695652174,571.2395349008718,189.18663961229802,272.8565139678261,849.6372240096438
2018-11,11239.71590909091,54962.931818181816,6195.920454545455,1938.5113636363637,521.3654425052746,171.51252180138383,271.81825221954546,811.4020041094407
2018-12,10831.833333333334,55238.09523809524,6061.642857142857,1918.2261904761904,502.44540205940893,172.37117272293514,265.92742419714284,802.9112464772563
2019-01,11483.152173913044,41326.086956521736,5939.532608695652,1854.108695652174,532.6574766596405,128.95857545487806,260.57038410043475,776.0736097346518
2019-02,12685.225,32100.0,6300.4875,1862.9875,588.4168246685601,100.16845476942291,276.4056628785,779.7900076764247
2019-03,13026.27380952381,31333.333333333332,6439.464285714285,1871.2142857142858,604.2367141507722,97.77606176869942,282.5026467357143,783.2334904133165
2019-04,12755.988636363636,33636.36363636364,6440.397727272727,1846.1363636363637,591.6992665811862,104.96269686968701,282.5435973022727,772.7366335907926
2019-05,12035.91304347826,34152.17391304348,6023.358695652174,1780.304347826087,558.2978413887324,106.57228934224801,264.2478781247826,745.1813504157578
2019-06,11943.9375,28809.0,5882.225,1755.95,554.0314639897788,89.89884777109984,258.056269507,734.9873598075231
2019-07,13546.304347826086,27340.32608695652,5941.195652173913,1796.9891304347825,628.3588497911339,85.3158323059993,260.6433426826087,752.1650938700291
2019-08,14578.0,25593.0,5875.0,1753.0,676.2150825088456,79.86327921849971,257.739305,733.7525793687679
