u9,,,,,,,,,,,,,,,,,,
Column1,LME Ni cash price,LME Ni inventory (total),LME Ni inventory (briquette),LME Ni inventory (other forms),Critical Inventory,LME Co cash price,LME Cu cash price,Comex Cu future,Comex Cu future2,LME Al cash price,Fastmarkets- Cobalt LOW,Fastmarkets - Cobalt High,Column2,,,,,
,$/MT,MT,MT,MT,,$/MT,$/MT,$/lb, $/MT ,$/MT,,,,,,,,
,LMNIDY Comdty,LSNI Index,NLSNI BBRI Index,,,LMCODY Comdty,LMCADY Comdty,HGA Comdty,,LMAHDY Comdty,,,,,,,,
,#NAME?,#NAME?,#NAME?,,,#NAME?,#NAME?,#NAME?,,#NAME?,,,,,,,,
Dates,LAST_PRICE,LAST_PRICE,LAST_PRICE,,,LAST_PRICE,LAST_PRICE,LAST_PRICE,,LAST_PRICE,,,,,,,,
#NAME?," $15,074 ",#NAME?,#NAME?,#NAME?,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,"""""",,,,,,
Sep-18," $12,861 ","229,464","179,706","49,758","100,000","61,849"," $6,315 ", $287 ," $6,312 "," $2,045 ",73855,"75,508",9/1/18,,,,,
Sep-18," $12,732 ","229,152","179,802","49,350","100,000","61,854"," $6,270 ", $287 ," $6,325 "," $2,044 ",73855,"75,508",9/1/18,,,,,
Sep-18," $12,474 ","228,870","179,568","49,302","100,000","61,869"," $6,182 ", $283 ," $6,224 "," $2,012 ",73855,"75,508",9/1/18,,,,,
Sep-18," $12,507 ","228,564","179,304","49,260","100,000","61,874"," $6,264 ", $284 ," $6,265 "," $2,048 ",73855,"75,508",9/1/18,,,,,
Oct-18," $12,406 ","228,210","179,262","48,948","100,000","57,880"," $6,259 ", $283 ," $6,238 "," $2,071 ",73855,"75,508",10/1/18,,,,,
Oct-18," $12,421 ","228,456","179,892","48,564","100,000","62,636"," $6,288 ", $285 ," $6,271 "," $2,102 ",73855,"75,508",10/1/18,,,,,
Oct-18," $12,677 ","228,438","179,874","48,564","100,000","54,891"," $6,263 ", $288 ," $6,346 "," $2,198 ",73855,"75,508",10/1/18,,,,,
Oct-18," $12,403 ","228,090","179,526","48,564","100,000","61,661"," $6,288 ", $283 ," $6,222 "," $2,168 ",73855,"75,508",10/1/18,,,,,
Oct-18," $12,539 ","227,802","179,238","48,564","100,000","56,750"," $6,167 ", $282 ," $6,202 "," $2,128 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,496 ","226,476","177,810","48,666","100,000","62,492"," $6,174 ", $282 ," $6,211 "," $2,063 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,933 ","226,044","177,666","48,378","100,000","62,234"," $6,300 ", $285 ," $6,286 "," $2,049 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,604 ","225,528","177,252","48,276","100,000","62,226"," $6,251 ", $283 ," $6,222 "," $2,040 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,602 ","224,928","176,676","48,252","100,000","62,217"," $6,258 ", $285 ," $6,271 "," $2,013 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,579 ","224,226","175,974","48,252","100,000","62,209"," $6,319 ", $284 ," $6,260 "," $2,034 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,535 ","222,102","173,868","48,234","100,000","62,200"," $6,303 ", $284 ," $6,244 "," $2,026 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,517 ","221,898","173,586","48,312","100,000","62,192"," $6,202 ", $283 ," $6,237 "," $2,025 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,299 ","220,422","172,116","48,306","100,000","62,184"," $6,216 ", $283 ," $6,225 "," $2,014 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,276 ","219,924","171,648","48,276","100,000","61,176"," $6,158 ", $280 ," $6,165 "," $2,008 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,372 ","219,978","171,702","48,276","100,000","60,418"," $6,228 ", $283 ," $6,228 "," $1,996 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,448 ","219,636","171,462","48,174","100,000","60,410"," $6,243 ", $284 ," $6,244 "," $1,995 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,291 ","219,660","171,528","48,132","100,000","60,402"," $6,195 ", $282 ," $6,200 "," $1,983 ",73855,"75,839",10/1/18,,,,,
Oct-18," $12,142 ","219,366","171,234","48,132","100,000","60,394"," $6,188 ", $281 ," $6,196 "," $1,978 ",73855,"75,949",10/1/18,,,,,
Oct-18," $12,072 ","219,654","171,522","48,132","100,000","60,386"," $6,253 ", $281 ," $6,184 "," $1,973 ",73855,"75,949",10/1/18,,,,,
Oct-18," $11,834 ","219,456","171,390","48,066","100,000","60,378"," $6,207 ", $279 ," $6,145 "," $1,982 ",73855,"75,949",10/1/18,,,,,
Oct-18," $11,686 ","219,114","171,192","47,922","100,000","59,619"," $6,179 ", $279 ," $6,151 "," $1,963 ",73855,"75,949",10/1/18,,,,,
Oct-18," $11,690 ","218,970","171,162","47,808","100,000","59,611"," $6,077 ", $271 ," $5,978 "," $1,947 ",73855,"75,949",10/1/18,,,,,
Oct-18," $11,426 ","218,862","171,150","47,712","100,000","59,853"," $6,037 ", $271 ," $5,963 "," $1,935 ",73855,"75,949",10/1/18,,,,,
Nov-18," $11,719 ","218,868","171,204","47,664","100,000","58,094"," $6,103 ", $277 ," $6,097 "," $1,949 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,861 ","218,772","171,108","47,664","100,000","58,085"," $6,319 ", $285 ," $6,276 "," $1,961 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,676 ","218,430","170,868","47,562","100,000","52,500"," $6,207 ", $280 ," $6,176 "," $1,957 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,700 ","217,686","170,124","47,562","100,000","54,506"," $6,184 ", $278 ," $6,117 "," $1,935 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,744 ","217,410","170,112","47,298","100,000","55,000"," $6,171 ", $280 ," $6,167 "," $1,971 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,710 ","217,314","170,040","47,274","100,000","55,000"," $6,173 ", $278 ," $6,130 "," $1,980 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,397 ","216,834","169,560","47,274","100,000","51,000"," $6,079 ", $273 ," $6,009 "," $1,946 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,320 ","216,612","169,428","47,184","100,000","55,000"," $6,074 ", $272 ," $5,997 "," $1,930 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,263 ","216,600","169,416","47,184","100,000","55,000"," $6,089 ", $274 ," $6,029 "," $1,922 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,230 ","216,306","169,230","47,076","100,000","55,000"," $6,108 ", $276 ," $6,068 "," $1,926 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,183 ","216,174","169,152","47,022","100,000","55,000"," $6,198 ", $278 ," $6,130 "," $1,908 ",73855,"75,949",11/1/18,,,,,
Nov-18," $11,287 ","215,442","168,420","47,022","100,000","55,000"," $6,224 ", $281 ," $6,196 "," $1,921 ",73855,"75,398",11/1/18,,,,,
Nov-18," $11,108 ","215,328","168,552","46,776","100,000","55,000"," $6,293 ", $280 ," $6,156 "," $1,917 ",73855,"75,398",11/1/18,,,,,
Nov-18," $11,027 ","215,562","169,020","46,542","100,000","55,000"," $6,206 ", $278 ," $6,116 "," $1,929 ",73855,"75,398",11/1/18,,,,,
Nov-18," $10,952 ","215,322","168,828","46,494","100,000","55,000"," $6,269 ", $281 ," $6,182 "," $1,943 ",73304,"74,847",11/1/18,,,,,
Nov-18," $10,902 ","214,962","168,492","46,470","100,000","55,000"," $6,286 ", $281 ," $6,182 "," $1,937 ",73304,"74,847",11/1/18,,,,,
Nov-18," $10,849 ","214,188","168,234","45,954","100,000","55,000"," $6,237 ", $280 ," $6,159 "," $1,938 ",72753,"73,855",11/1/18,,,,,
Nov-18," $10,804 ","213,984","168,072","45,912","100,000","55,000"," $6,221 ", $279 ," $6,134 "," $1,941 ",72753,"73,855",11/1/18,,,,,
Nov-18," $10,700 ","213,774","167,886","45,888","100,000","55,000"," $6,155 ", $274 ," $6,041 "," $1,921 ",72753,"73,855",11/1/18,,,,,
Nov-18," $10,727 ","213,774","167,886","45,888","100,000","55,000"," $6,244 ", $282 ," $6,218 "," $1,925 ",71430,"73,524",11/1/18,,,,,
Nov-18," $10,984 ","213,720","167,838","45,882","100,000","55,000"," $6,248 ", $280 ," $6,170 "," $1,937 ",71430,"73,524",11/1/18,,,,,
Nov-18," $11,136 ","213,570","167,880","45,690","100,000","55,000"," $6,227 ", $280 ," $6,159 "," $1,957 ",70548,"71,871",11/1/18,,,,,
Dec-18," $11,180 ","212,844","167,280","45,564","100,000","55,000"," $6,313 ", $282 ," $6,220 "," $1,972 ",70548,"71,871",12/1/18,,,,,
Dec-18," $11,081 ","212,796","167,280","45,516","100,000","55,000"," $6,213 ", $278 ," $6,131 "," $1,973 ",70548,"71,871",12/1/18,,,,,
Dec-18," $11,156 ","211,284","166,368","44,916","100,000","55,000"," $6,175 ", $279 ," $6,149 "," $1,970 ",70107,"71,871",12/1/18,,,,,
Dec-18," $10,781 ","210,876","165,960","44,916","100,000","55,000"," $6,080 ", $276 ," $6,078 "," $1,937 ",70107,"71,871",12/1/18,,,,,
Dec-18," $10,846 ","210,870","165,960","44,910","100,000","55,000"," $6,149 ", $277 ," $6,096 "," $1,951 ",66800,"70,548",12/1/18,,,,,
Dec-18," $10,730 ","210,846","165,936","44,910","100,000","55,000"," $6,089 ", $273 ," $6,018 "," $1,929 ",66800,"70,548",12/1/18,,,,,
Dec-18," $10,697 ","210,258","165,372","44,886","100,000","55,000"," $6,171 ", $277 ," $6,095 "," $1,928 ",66800,"70,548",12/1/18,,,,,
Dec-18," $10,727 ","211,110","166,536","44,574","100,000","55,000"," $6,145 ", $276 ," $6,088 "," $1,922 ",65698,"69,446",12/1/18,,,,,
Dec-18," $10,781 ","210,348","165,792","44,556","100,000","55,000"," $6,159 ", $276 ," $6,085 "," $1,914 ",65698,"69,446",12/1/18,,,,,
Dec-18," $11,010 ","209,688","165,132","44,556","100,000","55,000"," $6,128 ", $277 ," $6,096 "," $1,908 ",62832,"67,241",12/1/18,,,,,
Dec-18," $10,908 ","209,592","165,036","44,556","100,000","58,000"," $6,096 ", $276 ," $6,086 "," $1,943 ",62832,"67,241",12/1/18,,,,,
Dec-18," $10,753 ","209,784","165,228","44,556","100,000","57,000"," $5,945 ", $267 ," $5,888 "," $1,921 ",62832,"67,241",12/1/18,,,,,
Dec-18," $10,868 ","209,634","165,312","44,322","100,000","55,000"," $5,991 ", $272 ," $5,991 "," $1,928 ",60627,"65,036",12/1/18,,,,,
Dec-18," $10,832 ","209,148","164,832","44,316","100,000","55,000"," $5,978 ", $270 ," $5,957 "," $1,911 ",60627,"65,036",12/1/18,,,,,
Dec-18," $10,796 ","209,052","164,760","44,292","100,000","55,000"," $5,968 ", $268 ," $5,905 "," $1,908 ",58423,"61,729",12/1/18,,,,,
Dec-18," $10,801 ","209,202","164,910","44,292","100,000","55,000"," $5,932 ", $267 ," $5,882 "," $1,898 ",58423,"61,729",12/1/18,,,,,
Dec-18," $10,801 ","209,202","164,910","44,292","100,000","55,000"," $5,932 ", $267 ," $5,882 "," $1,898 ",58423,"61,729",12/1/18,,,,,
Dec-18," $10,801 ","209,202","164,910","44,292","100,000","55,000"," $5,932 ", $271 ," $5,974 "," $1,898 ",58423,"61,729",12/1/18,,,,,
Dec-18," $10,673 ","209,070","164,808","44,262","100,000","55,000"," $5,969 ", $268 ," $5,903 "," $1,857 ",58423,"61,729",12/1/18,,,,,
Dec-18," $10,647 ","207,924","164,154","43,770","100,000","55,000"," $5,987 ", $269 ," $5,925 "," $1,857 ",58423,"61,729",12/1/18,,,,,
Dec-18," $10,605 ","207,330","163,560","43,770","100,000","55,000"," $5,949 ", $264 ," $5,825 "," $1,863 ",58423,"61,729",12/1/18,,,,,
Jan-19," $10,605 ","207,330","163,560","43,770","100,000","55,000"," $5,949 ", $264 ," $5,825 "," $1,863 ",58423,"61,729",1/1/19,,,,,
Jan-19," $10,791 ","206,400","163,272","43,128","100,000","47,000"," $5,819 ", $264 ," $5,820 "," $1,801 ",58423,"61,729",1/1/19,,,,,
Jan-19," $10,796 ","206,100","163,272","42,828","100,000","47,000"," $5,714 ", $259 ," $5,698 "," $1,845 ",58423,"61,729",1/1/19,,,,,
Jan-19," $11,043 ","205,752","163,494","42,258","100,000","45,000"," $5,897 ", $266 ," $5,865 "," $1,870 ",56769,"60,076",1/1/19,,,,,
Jan-19," $11,081 ","204,852","162,798","42,054","100,000","44,000"," $5,904 ", $265 ," $5,846 "," $1,866 ",56769,"60,076",1/1/19,,,,,
Jan-19," $11,113 ","204,852","162,798","42,054","100,000","44,000"," $5,887 ", $268 ," $5,899 "," $1,846 ",56769,"60,076",1/1/19,,,,,
Jan-19," $11,184 ","204,618","162,570","42,048","100,000","44,000"," $5,937 ", $268 ," $5,902 "," $1,832 ",54564,"57,871",1/1/19,,,,,
Jan-19," $11,194 ","203,274","161,250","42,024","100,000","45,000"," $5,908 ", $266 ," $5,862 "," $1,841 ",54564,"57,871",1/1/19,,,,,
Jan-19," $11,414 ","201,096","159,090","42,006","100,000","42,000"," $5,920 ", $269 ," $5,921 "," $1,813 ",51809,"55,667",1/1/19,,,,,
Jan-19," $11,355 ","199,542","157,536","42,006","100,000","40,000"," $5,867 ", $266 ," $5,858 "," $1,799 ",51809,"55,667",1/1/19,,,,,
Jan-19," $11,661 ","197,952","155,970","41,982","100,000","45,000"," $5,886 ", $265 ," $5,843 "," $1,821 ",51809,"55,667",1/1/19,,,,,
Jan-19," $11,564 ","201,378","159,408","41,970","100,000","40,000"," $5,938 ", $269 ," $5,920 "," $1,840 ",49604,"54,124",1/1/19,,,,,
Jan-19," $11,546 ","201,384","159,414","41,970","100,000","40,000"," $5,965 ", $270 ," $5,946 "," $1,844 ",49604,"54,124",1/1/19,,,,,
Jan-19," $11,772 ","201,228","159,282","41,946","100,000","38,000"," $6,030 ", $274 ," $6,026 "," $1,862 ",46297,"49,604",1/1/19,,,,,
Jan-19," $11,736 ","200,466","159,084","41,382","100,000","38,000"," $5,952 ", $274 ," $6,026 "," $1,848 ",46297,"49,604",1/1/19,,,,,
Jan-19," $11,517 ","202,668","161,304","41,364","100,000","38,000"," $5,904 ", $268 ," $5,907 "," $1,879 ",46297,"49,604",1/1/19,,,,,
Jan-19," $11,628 ","202,302","161,256","41,046","100,000","38,000"," $5,919 ", $268 ," $5,902 "," $1,896 ",41888,"47,179",1/1/19,,,,,
Jan-19," $11,707 ","203,088","162,042","41,046","100,000","38,000"," $5,894 ", $267 ," $5,878 "," $1,873 ",41888,"47,179",1/1/19,,,,,
Jan-19," $11,907 ","202,776","161,784","40,992","100,000","38,000"," $6,038 ", $275 ," $6,052 "," $1,903 ",41888,"46,628",1/1/19,,,,,
Jan-19," $11,761 ","202,782","161,790","40,992","100,000","38,000"," $5,979 ", $270 ," $5,955 "," $1,847 ",41888,"46,628",1/1/19,,,,,
Jan-19," $12,054 ","203,058","162,060","40,998","100,000","36,500"," $6,033 ", $275 ," $6,054 "," $1,874 ",41888,"46,628",1/1/19,,,,,
Jan-19," $12,281 ","202,032","162,060","39,972","100,000","36,000"," $6,120 ", $279 ," $6,139 "," $1,891 ",41337,"45,746",1/1/19,,,,,
Jan-19," $12,407 ","202,032","162,060","39,972","100,000","34,000"," $6,151 ", $281 ," $6,180 "," $1,892 ",41337,"45,746",1/1/19,,,,,
Feb-19," $12,592 ","201,702","161,994","39,708","100,000","34,000"," $6,116 ", $279 ," $6,151 "," $1,859 ",41337,"44,864",2/1/19,,,,,
Feb-19," $13,194 ","201,090","161,382","39,708","100,000","34,000"," $6,151 ", $281 ," $6,188 "," $1,895 ",41337,"44,864",2/1/19,,,,,
Feb-19," $12,979 ","200,754","161,166","39,588","100,000","33,000"," $6,217 ", $283 ," $6,239 "," $1,899 ",41337,"44,864",2/1/19,,,,,
Feb-19," $12,856 ","200,754","161,166","39,588","100,000","33,000"," $6,261 ", $285 ," $6,275 "," $1,881 ",39353,"43,982",2/1/19,,,,,
Feb-19," $12,910 ","200,754","161,166","39,588","100,000","33,000"," $6,228 ", $284 ," $6,265 "," $1,872 ",39353,"43,982",2/1/19,,,,,
Feb-19," $12,492 ","200,490","161,166","39,324","100,000","33,000"," $6,191 ", $283 ," $6,232 "," $1,858 ",39022,"43,541",2/1/19,,,,,
Feb-19," $12,407 ","200,448","161,166","39,282","100,000","32,000"," $6,136 ", $281 ," $6,180 "," $1,856 ",39022,"43,541",2/1/19,,,,,
Feb-19," $12,328 ","199,602","160,422","39,180","100,000","32,000"," $6,092 ", $279 ," $6,135 "," $1,833 ",39022,"43,541",2/1/19,,,,,
Feb-19," $12,324 ","199,476","160,482","38,994","100,000","32,000"," $6,124 ", $279 ," $6,138 "," $1,833 ",38140,"42,880",2/1/19,,,,,
Feb-19," $12,120 ","200,082","161,610","38,472","100,000","31,000"," $6,137 ", $279 ," $6,148 "," $1,821 ",38140,"42,880",2/1/19,,,,,
Feb-19," $12,320 ","200,562","161,964","38,598","100,000","31,000"," $6,193 ", $281 ," $6,196 "," $1,825 ",37479,"42,549",2/1/19,,,,,
Feb-19," $12,374 ","200,322","161,724","38,598","100,000","31,000"," $6,333 ", $281 ," $6,196 "," $1,825 ",37479,"42,549",2/1/19,,,,,
Feb-19," $12,579 ","200,568","161,970","38,598","100,000","31,000"," $6,344 ", $289 ," $6,356 "," $1,829 ",37479,"42,549",2/1/19,,,,,
Feb-19," $12,828 ","200,322","161,808","38,514","100,000","31,000"," $6,428 ", $293 ," $6,444 "," $1,849 ",35384,"39,683",2/1/19,,,,,
Feb-19," $12,776 ","200,184","161,712","38,472","100,000","31,000"," $6,395 ", $291 ," $6,403 "," $1,885 ",35384,"39,683",2/1/19,,,,,
Feb-19," $12,916 ","199,974","161,544","38,430","100,000","31,000"," $6,519 ", $295 ," $6,504 "," $1,890 ",34723,"38,581",2/1/19,,,,,
Feb-19," $12,896 ","198,912","160,482","38,430","100,000","32,000"," $6,525 ", $296 ," $6,512 "," $1,881 ",34723,"38,581",2/1/19,,,,,
Feb-19," $12,877 ","198,030","159,600","38,430","100,000","32,000"," $6,522 ", $296 ," $6,520 "," $1,885 ",34723,"38,581",2/1/19,,,,,
Feb-19," $12,972 ","197,682","159,450","38,232","100,000","32,000"," $6,546 ", $297 ," $6,546 "," $1,897 ",33841,"36,156",2/1/19,,,,,
Feb-19," $12,969 ","196,932","159,072","37,860","100,000","33,000"," $6,556 ", $296 ," $6,517 "," $1,890 ",33841,"36,156",2/1/19,,,,,
Mar-19," $13,115 ","196,782","158,922","37,860","100,000","33,000"," $6,525 ", $294 ," $6,480 "," $1,897 ",33400,"35,274",3/1/19,,,,,
Mar-19," $13,171 ","196,542","158,682","37,860","100,000","33,000"," $6,462 ", $292 ," $6,432 "," $1,852 ",33400,"35,274",3/1/19,,,,,
Mar-19," $13,574 ","196,410","158,646","37,764","100,000","33,000"," $6,548 ", $294 ," $6,485 "," $1,849 ",33400,"35,274",3/1/19,,,,,
Mar-19," $13,506 ","195,918","158,202","37,716","100,000","33,000"," $6,500 ", $293 ," $6,456 "," $1,843 ",32849,"34,392",3/1/19,,,,,
Mar-19," $13,156 ","194,622","157,584","37,038","100,000","35,000"," $6,460 ", $292 ," $6,439 "," $1,839 ",32849,"34,392",3/1/19,,,,,
Mar-19," $13,004 ","194,286","157,272","37,014","100,000","33,000"," $6,423 ", $290 ," $6,396 "," $1,845 ",32408,"34,172",3/1/19,,,,,
Mar-19," $12,808 ","194,046","157,032","37,014","100,000","32,000"," $6,435 ", $291 ," $6,409 "," $1,817 ",32408,"34,172",3/1/19,,,,,
Mar-19," $13,015 ","193,254","156,240","37,014","100,000","32,000"," $6,498 ", $294 ," $6,468 "," $1,848 ",32408,"34,172",3/1/19,,,,,
Mar-19," $13,118 ","193,116","156,102","37,014","100,000","32,000"," $6,502 ", $294 ," $6,483 "," $1,881 ",30975,"32,739",3/1/19,,,,,
Mar-19," $12,799 ","192,702","155,772","36,930","100,000","31,000"," $6,416 ", $290 ," $6,393 "," $1,877 ",30975,"32,739",3/1/19,,,,,
Mar-19," $12,844 ","191,340","154,860","36,480","100,000","30,000"," $6,446 ", $292 ," $6,430 "," $1,875 ",30644,"32,739",3/1/19,,,,,
Mar-19," $12,925 ","190,848","154,566","36,282","100,000","30,000"," $6,458 ", $292 ," $6,439 "," $1,900 ",30644,"32,739",3/1/19,,,,,
Mar-19," $13,049 ","190,434","154,470","35,964","100,000","31,000"," $6,469 ", $294 ," $6,467 "," $1,922 ",30644,"32,739",3/1/19,,,,,
Mar-19," $13,121 ","188,358","154,134","34,224","100,000","30,000"," $6,484 ", $294 ," $6,468 "," $1,913 ",29322,"31,416",3/1/19,,,,,
Mar-19," $12,911 ","187,116","153,432","33,684","100,000","30,000"," $6,433 ", $292 ," $6,435 "," $1,874 ",29322,"31,416",3/1/19,,,,,
Mar-19," $12,903 ","185,358","151,674","33,684","100,000","30,000"," $6,315 ", $286 ," $6,300 "," $1,877 ",29322,"31,306",3/1/19,,,,,
Mar-19," $12,871 ","184,260","150,576","33,684","100,000","30,000"," $6,337 ", $287 ," $6,330 "," $1,854 ",29322,"31,306",3/1/19,,,,,
Mar-19," $12,995 ","183,582","150,096","33,486","100,000","30,000"," $6,338 ", $287 ," $6,319 "," $1,865 ",29322,"31,306",3/1/19,,,,,
Mar-19," $12,977 ","183,126","149,964","33,162","100,000","30,000"," $6,336 ", $288 ," $6,336 "," $1,892 ",29322,"31,416",3/1/19,,,,,
Mar-19," $12,796 ","183,102","149,940","33,162","100,000","30,000"," $6,360 ", $289 ," $6,357 "," $1,886 ",29322,"31,416",3/1/19,,,,,
Mar-19," $12,897 ","182,574","149,610","32,964","100,000","30,000"," $6,487 ", $295 ," $6,491 "," $1,893 ",30314,"31,747",3/1/19,,,,,
Apr-19," $13,021 ","182,466","149,502","32,964","100,000","30,000"," $6,465 ", $294 ," $6,469 "," $1,876 ",30314,"31,747",4/1/19,,,,,
Apr-19," $13,058 ","182,094","149,298","32,796","100,000","31,500"," $6,414 ", $292 ," $6,433 "," $1,863 ",30314,"31,747",4/1/19,,,,,
Apr-19," $13,244 ","181,644","148,848","32,796","100,000","31,500"," $6,484 ", $296 ," $6,520 "," $1,872 ",31416,"33,951",4/1/19,,,,,
Apr-19," $13,082 ","181,056","148,740","32,316","100,000","31,500"," $6,437 ", $292 ," $6,436 "," $1,872 ",31416,"33,951",4/1/19,,,,,
Apr-19," $12,987 ","180,552","148,740","31,812","100,000","32,000"," $6,385 ", $291 ," $6,406 "," $1,864 ",31967,"35,715",4/1/19,,,,,
Apr-19," $13,101 ","179,328","147,936","31,392","100,000","32,000"," $6,460 ", $295 ," $6,490 "," $1,845 ",31967,"35,715",4/1/19,,,,,
Apr-19," $13,114 ","179,442","148,098","31,344","100,000","33,000"," $6,476 ", $295 ," $6,494 "," $1,851 ",31967,"35,715",4/1/19,,,,,
Apr-19," $13,137 ","179,442","148,098","31,344","100,000","33,000"," $6,449 ", $294 ," $6,480 "," $1,839 ",33731,"36,927",4/1/19,,,,,
Apr-19," $12,893 ","179,322","148,074","31,248","100,000","34,500"," $6,391 ", $290 ," $6,396 "," $1,840 ",33731,"36,927",4/1/19,,,,,
Apr-19," $12,941 ","178,866","147,486","31,380","100,000","34,500"," $6,464 ", $296 ," $6,520 "," $1,844 ",33841,"36,927",4/1/19,,,,,
Apr-19," $12,908 ","177,708","146,328","31,380","100,000","35,000"," $6,452 ", $295 ," $6,500 "," $1,848 ",33841,"36,927",4/1/19,,,,,
Apr-19," $12,868 ","177,198","145,818","31,380","100,000","34,500"," $6,469 ", $295 ," $6,492 "," $1,838 ",33841,"36,927",4/1/19,,,,,
Apr-19," $12,813 ","176,946","145,614","31,332","100,000","35,000"," $6,537 ", $298 ," $6,566 "," $1,834 ",33841,"36,927",4/1/19,,,,,
Apr-19," $12,588 ","176,292","145,038","31,254","100,000","35,000"," $6,461 ", $294 ," $6,465 "," $1,853 ",33841,"36,927",4/1/19,,,,,
Apr-19," $12,588 ","176,292","145,038","31,254","100,000","35,000"," $6,461 ", $294 ," $6,465 "," $1,853 ",34392,"36,927",4/1/19,,,,,
Apr-19," $12,588 ","176,292","145,038","31,254","100,000","35,000"," $6,461 ", $292 ," $6,425 "," $1,853 ",34392,"36,927",4/1/19,,,,,
Apr-19," $12,308 ","175,656","144,696","30,960","100,000","34,500"," $6,394 ", $291 ," $6,410 "," $1,851 ",34392,"36,927",4/1/19,,,,,
Apr-19," $12,327 ","174,852","144,498","30,354","100,000","34,500"," $6,445 ", $293 ," $6,443 "," $1,857 ",34392,"36,927",4/1/19,,,,,
Apr-19," $12,252 ","174,528","144,288","30,240","100,000","34,500"," $6,359 ", $288 ," $6,337 "," $1,843 ",34392,"36,927",4/1/19,,,,,
Apr-19," $12,354 ","174,360","144,210","30,150","100,000","34,500"," $6,399 ", $290 ," $6,395 "," $1,823 ",36046,"37,589",4/1/19,,,,,
Apr-19," $12,333 ","173,634","144,084","29,550","100,000","34,500"," $6,403 ", $291 ," $6,401 "," $1,814 ",36046,"37,589",4/1/19,,,,,
Apr-19," $12,132 ","173,268","143,766","29,502","100,000","34,500"," $6,427 ", $291 ," $6,417 "," $1,783 ",36046,"37,589",4/1/19,,,,,
May-19," $12,100 ","173,058","143,556","29,502","100,000","34,500"," $6,225 ", $281 ," $6,191 "," $1,807 ",36046,"37,589",5/1/19,,,,,
May-19," $12,075 ","173,058","143,556","29,502","100,000","34,500"," $6,166 ", $279 ," $6,135 "," $1,797 ",36046,"37,589",5/1/19,,,,,
May-19," $12,137 ","172,902","143,400","29,502","100,000","34,500"," $6,229 ", $282 ," $6,220 "," $1,770 ",36046,"37,589",5/1/19,,,,,
May-19," $12,137 ","172,902","143,400","29,502","100,000","34,500"," $6,229 ", $284 ," $6,248 "," $1,770 ",36046,"37,589",5/1/19,,,,,
May-19," $11,994 ","172,788","143,286","29,502","100,000","34,500"," $6,169 ", $279 ," $6,145 "," $1,786 ",36046,"37,589",5/1/19,,,,,
May-19," $11,905 ","171,108","142,152","28,956","100,000","34,500"," $6,130 ", $278 ," $6,120 "," $1,766 ",36046,"37,589",5/1/19,,,,,
May-19," $11,735 ","170,436","141,822","28,614","100,000","34,500"," $6,089 ", $277 ," $6,111 "," $1,768 ",36046,"37,589",5/1/19,,,,,
May-19," $11,885 ","169,578","141,564","28,014","100,000","34,500"," $6,108 ", $278 ," $6,118 "," $1,777 ",35825,"37,589",5/1/19,,,,,
May-19," $11,759 ","169,218","141,366","27,852","100,000","34,500"," $5,987 ", $272 ," $5,996 "," $1,778 ",35825,"37,589",5/1/19,,,,,
May-19," $11,912 ","168,744","140,466","28,278","100,000","34,500"," $5,997 ", $273 ," $6,009 "," $1,814 ",35825,"37,589",5/1/19,,,,,
May-19," $12,158 ","167,268","139,554","27,714","100,000","34,500"," $6,054 ", $274 ," $6,043 "," $1,825 ",35825,"37,589",5/1/19,,,,,
May-19," $12,196 ","165,474","138,534","26,940","100,000","34,500"," $6,071 ", $275 ," $6,058 "," $1,831 ",35825,"37,589",5/1/19,,,,,
May-19," $12,002 ","164,400","137,796","26,604","100,000","34,500"," $6,033 ", $274 ," $6,039 "," $1,807 ",35825,"37,038",5/1/19,,,,,
May-19," $11,974 ","164,100","137,814","26,286","100,000","34,500"," $6,004 ", $273 ," $6,010 "," $1,766 ",35825,"37,038",5/1/19,,,,,
May-19," $12,068 ","164,532","138,576","25,956","100,000","34,500"," $5,965 ", $272 ," $5,988 "," $1,762 ",35825,"37,038",5/1/19,,,,,
