"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Early-demographic dividend","EAR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","127153879918.561","127885922488.361","131240585875.988","139058133802.545","158192073285.822","171360703119.27","167929562900.649","176421778072.707","188336144588.822","209336915750.428","222098795730.351","241792272110.354","261727655839.467","324891112321.96","428640126462.782","474634466766.209","495007522696.656","560545458930.813","648204092445.582","769012940617.797","930974188366.082","1060682855582.31","1048835958246.75","1077336283542.8","1068355716398.4","1102333070440.83","1149571969165.59","1143360430081.57","1219491337471.93","1224812203630.49","1428737411813.62","1536908215043.01","1698777023041.47","1848074073749.88","1918639178628.45","1943683546013.96","2097250930325.65","2252516755113.9","2260365011380.92","2390805129794.14","2530603817867.87","2537477098257.22","2442046735113.39","2684935260890.78","3024049447935.95","3450537706668.28","3889380540388.86","4599620972047.49","5140383176983.75","5142300190095.62","6071102734110.37","6782771095788","7187929843408.93","7453655938764.99","7859882858311.26","7844434855781.72","7997179927071.55","8577202359745.56","8658010605137.17","",
"East Asia & Pacific","EAS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","256984919928.315","288915487553.596","359868463186.828","468975747957.736","551322637692.473","628455940460.705","694652253413.375","822727781822.234","1032895127422.03","1128537341043.93","1229449363468.71","1363036663323.29","1357379391485.5","1442684250641.65","1519905217324.7","1591673806503.73","2055501185643.46","2386466604833.25","2833335235589.54","2969953769288.84","3107878818201.99","3492477523672.92","3859108516799.64","4365902431469.48","4938792425125.11","5624689719736.36","5413286828582.28","5176660386831.74","4673745476674.1","5340884722004.36","5761566601877.37","5421511762722.2","5529541246505.71","6009069893893.06","6626575490388.06","7001804857424.39","7283335630271.93","7948948422543.23","9127182592294.4","9510798732177.68","10818523280175.5","12556275155502.7","13463800889570.8","13387934612462.8","13654831463021.1","13526210001222.9","14132490591526.7","14823038295584.5","","",
"Europe & Central Asia (excluding high income)","ECA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","676791512592.221","604647119316.142","692895817632.087","633719837144.922","519492418100.671","593147304173.223","535001569412.982","585270227744.904","593975085217.591","637458025755.156","590493741970.829","488695166091.811","512478244345.17","511834734413.458","594296232790.134","751710730529.823","976406312082.422","1224508048730.19","1472271663223.24","1905795122122.43","2349316303895.04","1985101992997.15","2269094205291.85","2703609287482.01","2901447185239.61","3150348693198.44","2928186888519.2","2236854027694.4","2174337638847.57","2406657856537.47","2379907860399.38","",
"Europe & Central Asia","ECS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","743547144944.406","849969939967.703","1022570025933.3","1292545180279.59","1480198704413.32","1783020356418.51","1845355978075.14","2092354966485.41","2554031709036.47","3124066124283.88","3584472110810.81","3235033575256.97","3120694600274.7","3023388568899.79","2880600114978.7","2972103272466.42","4032222853821.48","5013293456224.13","5522408764286.82","5524333127360.77","6793574826039.52","7012802581045.43","7551717930788.56","7032100644416.49","7329023185827.01","8314022949505.43","8520107958154.9","8081036745971.76","8253230117625.47","8180210537826.63","7652354462862.83","7744875413315.86","8507819695643.13","10406030507449.9","12060504119929.6","12828000538959.4","13722934532367.2","15852988724933.8","17495108264213.7","15994339102173.7","16155454503682.7","17629246550663.7","17043675344006.9","17832378103046.3","17975358997543.6","15373549281360.5","15317016423104.4","16086492177936.3","17092902444882.9","",
"Ecuador","ECU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1551874061.85502","1324710379.46315","1150255241.02111","1382784426.36906","1721001340.66412","1836736457.9885","1900843188.19069","2017859281.02495","2182416163.0119","2524446118.49136","2404757744.67249","2305581203.40566","2545242087.24694","3045537909.05208","4715637487.98624","6393201645.14061","7354173296.51142","8528523232.89692","9207582746.86554","10982660648.2083","13474450112.4059","16326063061.5892","16209975413.8144","13566028011.1874","13449445126.0156","13273906980.05","11988363742.0434","11378211259.3493","10251015926.9948","10759414632.9985","11428569399.0271","12877652826.4132","13366034017.0085","15533934967.4837","18605633816.9085","20404561280.6403","20466505252.6263","22991046523.2616","23397216608.3042","15091047523.7619","13549882941.4707","20051882000","23606958000","26742603000","29770074000","32884561000","35842793000","38775487000","45298051000","47494560000","53193172000","58748321000","64735024000","70265165000","74555251000","75319038000","74486286000","77675205000","80512039000","",
"Egypt, Arab Rep.","EGY","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","4261904761.90476","4631772069.93309","4945157010.17249","5496261682.24299","6024213075.06053","7151469480.03014","7892629431.26753","8686918304.03309","9232945932.28904","8494494078.53729","10635686102.5866","11867527308.8381","12354148395.0184","12654032747.1195","15189857142.8571","18384677668.2033","17805810810.8108","22252586206.8965","24912689173.4575","27520963233.7132","31200921369.4901","32553788587.4649","34014139827.1799","29642248722.3169","32940933756.7121","35800807761.328","31472249916.9159","34754611380.2546","39315726290.5162","44039145907.4733","51135358301.386","59050707547.1698","69410029498.5251","74645808736.7178","78590386316.7207","86922060766.1823","84540010887.3163","75863667980.524","71066796432.7567","66562687852.3501","75595822993.5213","89091510205.5021","109246347359.938","135472727272.727","165264379487.923","187667803497.569","205363443895.554","256718658770.54","265861074054.54","289607688445.815","313367003825.367","314668042909.279","231170469652.983","235335359389.356","",
"Euro area","EMU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","463122354239.895","531277055701.188","644085376618.641","832831490851.767","951973772913.368","1144664192542.17","1191647827275.14","1361846820456.93","1661090346315.77","2020123938300.7","2292937713564.8","2027775008633.81","1965484656921.24","1915460495383.43","1824432584089.3","1874202933587.84","2598985778937.81","3237480584680.39","3516590376692.73","3569965323515.66","4467895823627.96","4655755619878.86","5182802228565.75","4774266959560","5009924705014.74","5742670240056.36","5840566394177.42","5303156188237.74","5416430137197.21","5400789082453.32","4915983657703.55","4991781278402.94","5432437650758.95","6750528154565.93","7701887038614.33","8023455526957.52","8448772757108.04","9599174614531.12","10642834687124.1","10078811987856.5","9815026287132.81","10491979159964.8","9754610388072.14","10153086037370.3","10291139345582.2","8778540422592.47","8962581188601.1","9406598792342.4","10130519571178.1","",
"Eritrea","ERI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","599807998.603626","582115811.213952","691087662.337662","799125000","905485550.678811","857456353.560466","991339097.243918","907145708.117656","893865402.597403","866638277.554269","900557772.492155","1171172475.66274","1483439434.27017","1410765114.29668","1426515069.9187","1454283089.43089","1504266341.46341","2035887056.91057","2313015811.38211","2576888266.66667","","","","","","","","",
"Spain","ESP","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","30068071072.0228","34365915688.6228","43276282681.8535","57312206167.9041","71917981251.8027","85659355072.4638","91112455608.0577","101256546549.836","121662252170.139","164907894149.727","183220330006.962","162500848260.948","156758954111.767","136397903364.269","134482258228.11","141268734637.965","193920341570.631","247566458159.278","288664241251.25","321502911735.769","415162707476.33","450116083266.613","501971408743.702","420190580990.979","420290869705.627","481757405924.74","500039406278.734","455068181818.182","473259828488.696","484512039207.33","455042380689.147","474343624161.074","529761904761.905","674638826185.102","803255525204.867","867770177838.577","943598042905.532","1104410073911.85","1234918705141.35","1148085579327.59","1113168160100.9","1165730000292.21","1049272406348.37","1062698323662.35","1075620192339.28","925998670805.843","945562814509.282","998635987589.239","1085608823938.76","",
"Estonia","EST","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3005583752.31543","3214906392.24223","3459588355.62549","3797807257.12056","3949485347.1596","4373754922.68328","4478595719.7615","4197481710.12623","4562110822.66583","5400832438.54196","7196049119.24119","8819181118.01242","10035702400.199","11940486889.9762","15425679852.1763","17593339534.2024","14632780355.6543","14105297932.1732","16025464528.356","15983023344.1703","17666724539.3793","18536803289.7914","16318020366.8331","17179912062.9446","18629354004.1943","21064313365.3974","",
"Ethiopia","ETH","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26441409677.4194","34980052338.4526","39272855426.4546","44191766062.7412","51738101244.1332","57635496445.3349","63452541269.4307","63853547489.7925","",
"European Union","EUU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","635256216093.56","726476682221.697","873137418175.537","1100758721162.17","1253626049223.51","1509023951772.78","1555837820589.15","1763866868897.72","2152583718102.05","2638072712136.42","3053482157547.84","2747040304350.84","2645950131307.8","2558779683925.95","2437472827366.98","2514869954316.12","3423196315161.22","4248610727277.85","4695999531250.35","4758887924726.94","5891906764583.47","6136757190538.39","6753938981420.73","6184922462466.38","6517474270697.33","7409716151691.56","7604109024545.62","7155963352350.17","7378014556830.65","7399476706274","6871650685257.21","6959584129075.19","7606808399588.61","9295366420566.04","10697768527824.7","11214623311404.6","11862376077946.1","13545232795739.5","14707055720541.7","13552627658480.8","13374123706677.4","14320217349218.2","13542623878189.4","14063951407956.3","14431490961172.8","12576166404805.9","12597223039589.2","13131480790878.4","14157062041427.6","",
"Fragile and conflict affected situations","FCS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222414959756.664","254197343504.335","286499507541.258","350488680550.16","413335416251.412","463729384757.148","507670967271.461","561629666682.865","633688646641.65","716720415779.305","749154104848.947","727151272351.014","728517113847.893","786463623331.452","756818563777.546","",
"Finland","FIN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","7784897225.36806","8593803211.13953","10193249211.3565","13157839894.1964","16408454545.4545","20557426701.1476","22701129096.7841","24183083960.4545","26046493429.6029","31283453671.1952","37341408989.4804","36799393772.3891","37615640804.2432","36396242527.7541","37421844083.894","40117037605.5257","53027210884.3537","66396591370.2151","76813077469.7939","82959678536.7881","100360752604.572","98547272459.9324","88123174940.2708","68878942437.8058","77451337507.1144","97805010893.2462","97406161014.7554","90618485854.9994","93373386737.8727","93468996377.5836","84877464529.2058","87383445190.1566","96398456615.8479","121452595936.795","139328284082.444","145772913816.689","154653117551.123","177918149466.192","202266002636.59","193181439288.691","191052201090.594","211664541596.2","202738400667.255","214546942923.372","218043383391.46","185281805102.786","188653067482.755","194469801125.778","210110792701.171","",
"Fiji","FJI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","105796622180.229","118923878299.988","145644993498.049","188092221567.472","205536006546.645","267489674162.46","277267140125.649","306004279219.043","378204941860.465","458894542090.657","531504191244.955","479838261919.131","460047908972.951","439592047508.391","417337686707.198","438082201781.282","604556302680.178","736456400742.115","787732628565.136","783436150524.368","969333815202.988","973684455295.896","1084320941759.6","1042068566133.89","1089929111531.19","1247045603890.13","1261992563149.12","1126495841762.19","1150978430064.49","1138054549328.79","1037805417357.66","1049729753914.99","1146033314511.58","1424306997742.66","1631188229451.2","1701161547071.26","1785213900388.91","2034081576786.2","2247985938186.61","2137603500972.49","2096777146615.92","2252701974260.49","2111348464148.98","2213650235147.89","2237113226062.06","1898245426280.08","1927495897145.81","2009351117787.17","2147538088474.72","",
"Faroe Islands","FRO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","851390878.701051","897852699.177203","827058925.41228","873996731.869083","984723928.711667","1254443887.8516","1429069786.85049","1554986743.15063","1659884307.52674","1925363263.9565","2119142425.60954","2031916282.71372","1962198396.18783","2178218190.62343","1997082434.18213","2135569681.10678","2211759465.47884","1956271644.94122","","","","",
"Micronesia, Fed. Sts.","FSM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","151500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","182342431.211673","206278475.121852","219816892.92465","442820861.236868","524293945.931698","770368931.301616","813139142.465261","1168594782.95602","1198284856.0618","1393840297.86013","1684971360.81739","1582812721.76391","1557791416.91773","1594999140.67588","1714586499.43904","1760661495.94391","2489706329.434","2499529488.184","2591588437.42504","2892714708.30495","3758473534.85676","3174431750.16279","3641546751.35384","2788346088.12551","2305517067.66892","2630460199.81232","2869289636.79967","2368095706.2337","2783001933.37829","2544457186.96032","2115099898.69045","2613085124.45117","2855881921.67385","3477105913.40025","3890128960.74239","4077550850.94246","4484447114.22152","5373203401.52917","6127368300.46451","6174937731.14552","6336380672.22988","7341379909.89393","7465454355.90001","8221849089.95223","8969797947.06876","7570352790.22131","7719174421.19687","7923084145.25749","","",
"United Kingdom","GBR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","109213227981.761","124636081284.984","145076874625.375","162859676139.147","182455296867.695","218819816592.92","207119065229.111","226849461189.604","286057527133.269","372647663066.497","484750425981.873","468476910570.74","445645698637.317","423082211308.17","397798191806.331","416539438270.021","523633502052.184","638415327994.77","776229929918.179","780837469240.838","928218632457.386","988193164021.164","1038463131274.13","936149281493.701","1001195270125.5","1083358055862.4","1141599063962.56","1266355599214.15","1346348128519.38","1389831742436.5","1372979270691.48","1369121923132.29","1502793764988.01","1731843265306.12","2050197729769.32","2148514545454.55","2279981600735.97","2588933573429.37","2477415441176.47","2089288051098.3","2119709180169.54","2250657094617.76","2292019432268.41","2343342785938.82","2559871908814.56","2439110881349.87","2242083080647.95","2216452048134.52","2382894551142.19","",
"Georgia","GEO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5996041444.4018","4768211920.5298","3480089042.79001","3210680908.75694","3738423114.70432","3038313634.57523","3497742781.40469","3938811021.1946","3440218701.65077","2570075799.8698","3028480247.48069","2869121225.27738","2974831625.44974","3323291932.70261","4342123695.74291","5406406906.82407","7225917209.61582","9632584675.24693","13284423061.4435","11430968991.32","11199440947.0908","13333722620.8123","14372426330.7697","14230943910.0637","14481903381.0953","12038380954.4794","11932876283.4326","12001141980.4742","12692782565.8025","",
"Ghana","GHA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1008522010.99289","1175208287.80977","1204623513.1304","1348898189.70299","1462356915.93969","1883975145.53533","1959614296.3598","1611269359.62789","1489433260.34882","1742411391.46797","1931654722.11137","2184098525.17756","1846661789.25845","2118309859.15493","2617391304.34783","2426595744.68085","2529237288.13559","2870285714.28571","3514310645.72426","3754558404.5584","4225829875.51867","4053313717.8306","3885294117.64706","3922707144.56113","4229158512.72016","4205482130.82716","5395264984.09633","4876353741.4966","4916255575.23351","4957224428.35276","5566939670.81174","6113828804.34783","6333194508.00915","5605363636.36364","4766503138.07531","5715750625.52127","6018220183.48624","6600153320.3125","6713978806.22837","7452874343.5859","4706233070.28813","4941824514.86807","5707354114.0838","7097537609.59852","8231800889.38299","10331451395.7851","18895900272.7769","24986500855.432","29372247944.0401","25089187393.5264","32394589028.6513","39412871610.0013","40044840294.0194","52840439687.7325","42792282491.0339","39090644209.4299","41703761572.4091","46618345480.0214","","",
"Gibraltar","GIB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1577636650.83284","1690598458.67179","2077095559.51821","1982264345.07565","2075713571.64496","2347712309.05956","2626989480.15521","2618958567.66091","2778207466.00451","3028790690.13516","3263734888.34661","3112982466.99534","3101446641.72552","2926343291.20614","2514940514.11954","2407360651.60694","2594332760.52261","2674851265.81226","2950054921.40538","2372877548.30218","4100773334.60925","6319574307.21179","6594076365.59145","6950461882.82567","6342114152.06984","6561014527.90183","7208635429.03398","8710944864.36783","8829245358.92921","9259030549.0131","8641227589.34041","9176067092.82533","9601154144.93397","",
"Gambia, The","GMB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","43871310.9704878","45518988.72119","41330485.2877646","45465799.4527912","50324005.1840829","55294461.2089944","59017188.8272623","74555333.6466165","94633935.3556607","104080088.495575","104949409.174642","134646096.816398","177118809.032939","205469921.626774","227018012.783266","213212239.975882","200589648.394846","198741756.992344","169094026.394353","214360897.81453","172418772.563177","204615585.774059","244623516.784926","255287726.145894","283271976.139104","659317184.046902","670101633.373428","782340976.91565","787209250.871444","748097964.229959","889580941.493488","755160075.292641","826930471.385217","795167063.035866","791554763.990115","636343770.717528","569220270.310978","467978377.525806","522751182.979744","591899574.45915","583595591.772163","751621430.92621","970969904.111318","873130049.841618","929077413.251464","859379142.270421","779271555.096938","1281632839.78908","1236383844.91889","1423240233.18951","1437971953.71497","1484471555.00724","","",
"Guinea-Bissau","GNB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","76068940.8766012","80231357.1371263","95177085.7074873","101687118.644068","115976644.736842","114832129.91615","119583894.334765","119015308.680268","129804899.135447","131262819.746098","","152843787.878788","174106837.789491","169437836.452229","138694496.502438","176224993.752754","133897666.755422","160580792.177149","154632483.659438","209554980.678228","237064470.964951","248971090.656163","219750201.545621","220275378.418142","226393773.63989","256951132.05301","265712549.754156","254766588.585936","227235718.070527","227046362.257148","395680579.114782","398270123.192711","415473528.38972","473610742.802438","546125003.785837","610763862.307503","620017774.289473","704618900.370316","865993208.878948","872860184.634751","929990124.718087","1047172965.59342","1024187048.24876","1049362584.60853","1051000881.85027","1012286549.90832","1142538377.20962","1296983037.63684","1403134510.3576","",
"Equatorial Guinea","GNQ","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1373365340.38741","2761727559.95954","3562735453.40508","4482742834.88829","5129712573.1941","5719982959.03101","6854723954.74055","7101384040.14204","9057598575.01417","9508267346.2577","8021421947.26684","8208803858.02422","8612965111.09309","9189574716.98711","",
"Greece","GRC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","9744832954.54546","10578171590.9091","11716576136.3636","14580263521.2888","18158127272.7273","20860311370.882","22242729477.6119","27121234967.6226","33143284786.6419","40621132474.701","43234892885.6915","41207412054.1205","42929938265.3061","39772803018.5759","37689916565.9008","37390684924.7471","43927874148.0039","54173654755.9134","61647276243.0939","65472152328.9971","82285966251.0748","87302011217.0499","97853595638.1838","92652536712.2473","98496389887.6405","117422093543.168","124811520951.302","120809005865.469","122041248011.069","120754422970.381","110813171733.923","115587161879.195","131330990683.23","169062953837.472","200053661782.965","213532267379.679","230544384017.062","271846705721.325","312263254870.368","301757430814.115","274144694106.619","263821772132.513","225148874257.604","218781110117.853","214493641328.86","176404582848.565","174213529021.903","179751501083.984","190013303907","",
"Grenada","GRD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1439500888.01858","1699687870.34101","1728226250.22929","1830900652.45174","2071385271.04727","2327141484.08231","2329646141.50609","2253160505.68091","2430569784.11906","2303841173.93181","2427576874.45471","2488017817.37194","2097088244.4745","2156958866.25964","","","",
"Guatemala","GTM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","955900000","997300000","1061900000","1150300000","1167700000","1191800000","1243800000","1313400000","1393700000","1513300000","1644700000","1727300000","1838700000","2200200000","2676500000","3125100100","3693300000","4481000100","5109500000","5919499800","6843999900","7702000100","7824000200","8189000200","8577600300","8704608782.6087","6379132191.78082","6555520160","7224733206.10687","7708557776.98864","6901317825.1371","8401504265.3463","9491242834.48729","10388377506.4769","11899096658.0887","13353452018.7244","14434319575.7815","16358853356.8613","17588802811.8354","16669144381.4063","17537427079.0396","17481597332.8583","19297379423.6473","20627129634.2938","22594597734.8518","26178270988.6166","29061477547.1549","32727010464.8587","38466381830.4475","36263309440.6665","39918959504.5733","45512369306.6509","48519327001.634","52289609001.12","56781576705.2068","60809215616.3453","65253187541.9413","72595898147.7701","76486966698.585","",
"Guam","GUM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","136090532.578895","142973808.551595","139590503.412472","116549028.758094","156507029.108091","170941176.470588","185941176.470588","191470588.235294","171500000","187900000","208300000","219000000","232476190.47619","274761904.761905","311000000","331333333.333333","397520000","389080000","403160000","416000000","480120000","524821428.571429","445066666.666667","476166666.666667","349131578.947368","353720906.976744","336953488.372093","283979602.040816","344099990","322647040.441176","341139248.101266","272611716.457961","267944898.481215","346461701.228879","463828107.736804","482863190.84507","523670099.002849","583792740.219521","595958788.591473","576955236.013888","647335270.514718","657032198.239598","662654538.588624","660264341.599859","677947831.524274","827522201.37586","1405897419.57947","1801896129.76144","2086285099.73565","2020287930.37509","2328928741.40991","2735633038.83245","2963581650.46392","3261957817.21198","3066440682.74423","3043426989.83051","2771196723.48668","2763234866.82809","","",
"High income","HIC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","1772093974112.28","1975432478423.84","2284356830902.16","2724955163283.5","3085702361874.65","3559410316354.41","3841461524200.58","4343178563071.79","5167739316156.75","5968969326402.43","6716810971230.69","6810875566775.37","6899607362230.96","7168771072139.94","7359161936833.78","7767372293551.84","9415064574574.02","10897926623313.2","12135334570431.9","12655580868875.7","14283435703595.7","15165939333426.6","16431571980632.7","16598029929314.7","17727365143973.5","19505283248990.6","19720766057875.5","19355216706710.1","19531332252365.2","20609224975010.7","21013649649936.4","21117972669279.6","22199907387983.3","24908450497799.3","27536373040889.6","29030511676813","30479685050210.6","33157114767938.1","35558817349910.7","34374869781793","35627807240436.2","38111498731046.9","38031254403848.1","38332210090272.3","39033764800638.9","36895258881204.6","37754574181805.5","39213307537326.2","","",
"Hong Kong SAR, China","HKG","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1036782137.42158","1156872935.14978","1287724117.45054","1424885853.22395","1575782323.0261","1669109947.64398","1889611408.44825","2025750326.2288","2119274950.28841","2386602336.87804","2732386952.44518","3198342532.16796","3919239904.98812","5685611580.6859","6668256618.17315","7180458745.3396","8232955472.19051","10523380523.3805","12867391165.1045","14883362983.9886","18951588593.4768","20676292201.1701","22104153280.9437","21391152342.6747","22646840624.2006","24440108846.3316","27711224738.2518","32154700383.4169","37449654112.2214","42659393069.1419","49458394310.5086","58961550339.7159","69469291786.1664","79438311184.6528","91623621965.7368","101532356058.843","111297984303.686","122652122809.057","118997198300.905","115798388656.139","116749281240.374","118274606349.695","114218671863.981","110585606410.849","116563559322.034","121150013500.829","128804552125.441","143735098828.415","150832049108.748","150433060708.481","160583457756.268","178946428571.429","193424655768.14","207791387313.048","221429179401.865","235345855156.222","244504077399.74","262619591438.69","283958410410.155","",
"Honduras","HND","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","294500000","311400000","328400000","355550000","400600000","432000000","469750000","492650000","534950000","557900000","616800000","612000000","666500000","746500000","887000000","1012000000","1149000000","1358500000","2590512502.18229","2961107228.05688","3497669262.91711","3682687203.27396","3965482922.98033","4234466674.79364","4593305779.67735","4872992077.02069","5301457073.89065","5572808018.11665","5128730445.86901","4890508675.74221","4250263246.64818","3921588410.10401","4197924643.95496","3873040714.53784","3508948946.34193","4153568769.55162","4117355168.91892","4433104722.43346","5082589800.59084","5235583421.60279","5978260724.77571","6595842120.35552","6863669959.68817","7226889223.59191","7802866166.79385","8787515056.53933","10048197583.4813","11586519199.4659","13380507675.2325","14087026832.4229","15107409273.9597","16480333213.7952","17447088183.493","18126495287.0603","18768290022.8114","19128254225.2834","19627865161.0066","20738115685.8371","22149786071.1313","",
"Heavily indebted poor countries (HIPC)","HPC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","90844387372.4236","86629108184.594","90474844447.4781","96957962989.8866","114412513295.343","127268746135.16","124051941326.015","121097752314.345","125137989610.035","126132829690.46","119423777568.642","122171871037.401","106418833314.755","121215596579.656","125662851268.253","132337660883.159","141513364751.215","141755198423.033","149661165553.889","141874210481.09","155604852839.263","175538549349.185","199514618845.787","226350449082.438","262758932964.747","314925753019.052","371459529537.531","375979135517.954","409263231233.034","451135175086.984","481880305736.773","529767473101.626","551819992534.955","555593650832.336","565243786934.492","613294978886.431","","",
"Croatia","HRV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20471932897.4535","20462969857.5687","20791573872.6747","21664441469.0491","19829974928.6387","18050008625.5844","18959516717.6167","22046417419.363","27537110410.1417","32628566113.7166","35514773297.25","38814685098.8725","46610925999.8136","53992928907.3586","49332514597.503","47292045070.9349","49788467018.4697","45437523033.0069","46595492261.0388","45751182857.2423","38440098727.0898","39466104980.8992","42408472478.0338","46969517614.2698","",
"Haiti","HTI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2575067800","2618652000","3179097800","3293493716.6135","2150460236.44375","2126632986.53065","2342955195.94145","2630204735.72238","2600351542.04792","3053738577.77008","3378160301.23722","3728070438.50126","3692193217.60934","3521786387.23242","3430759629.69391","3000177977.28812","3584163455.79582","4374230453.51939","4812756040.011","5604040663.31906","6719828780.18951","6543280280.21877","8211939587.59204","8544208130.53331","8419556402.15305","8791521450.28556","9063976927.16235","8562167015.74023","8088216282.8702","9137603748.97927","10854666102.1069","",
"Hungary","HUN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27750375542.9183","32338275154.6748","35116437447.6528","36081160278.0396","35657879979.3504","34831987851.6863","34373148982.9176","35436477415.9906","37004602232.0446","35640178298.0461","40275984117.9807","51609395365.6841","67564214533.0478","80023162008.7814","86870522215.1241","86947221826.1324","105070899623.038","118413149942.509","98811376992.4835","96927287372.8123","103392499564.796","94435115594.632","97365855294.0388","98521258804.3936","85329433560.3627","88191013178.3038","97461648244.8683","106121635507.966","",
