ds,predicted_y_train,actual_y_train
1998-10-30,7561.434322033899,7812.0
1998-11-02,7787.097351694915,7865.0
1998-11-03,7963.748617584745,8070.5
1998-11-04,8217.930539989407,8050.0
1998-11-05,7910.849566988878,7920.5
1998-11-06,8027.233147033237,7972.0
1998-11-09,7710.850736588288,8161.0
1998-11-10,7938.864078502447,8085.0
1998-11-11,8227.706858698757,7984.2
1998-11-12,8147.233472820135,7746.6
1998-11-13,8278.943409173007,7925.0
1998-11-16,8234.750198275724,7939.0
1998-11-17,8278.324742087814,7799.0
1998-11-18,8311.14674190407,7806.999999999998
1998-11-19,8340.000562050123,7840.999999999999
1998-11-20,8393.34910710178,7839.999999999998
1998-11-23,8634.554274321275,7880.999999999999
1998-11-24,8640.479106681409,7967.999999999999
1998-11-25,8395.167977269717,7902.999999999998
1998-11-26,8497.850104946761,7934.999999999998
1998-11-27,8512.82290680427,7937.999999999999
1998-11-30,8534.068268246176,7976.999999999998
1998-12-01,8463.640924243231,7786.999999999998
1998-12-02,8360.600920932087,7884.999999999998
1998-12-03,8261.175033199559,8144.999999999998
1998-12-04,8342.454653967721,8207.0
1998-12-07,8309.4424242297,7895.999999999999
1998-12-08,8558.898322171093,7940.999999999999
1998-12-09,8674.848636049439,7991.199999999999
1998-12-10,8398.915385933924,7921.5999999999985
1998-12-11,8534.065795148934,7873.0
1998-12-14,8338.993312752815,7901.0
1998-12-15,8467.264960002094,8077.999999999998
1998-12-16,8450.633199711367,8148.999999999998
1998-12-17,8493.940827686476,8129.499999999998
1998-12-18,8749.59330706999,8064.999999999999
1998-12-21,8633.417127237894,8009.999999999999
1998-12-22,8150.140524121012,8235.999999999998
1998-12-23,7916.387069569264,8234.999999999998
1998-12-24,8401.795736048649,8365.999999999998
1998-12-25,8138.071449807132,8366.0
1998-12-28,8492.539978652192,8365.999999999998
1998-12-29,8269.039962477576,8344.999999999998
1998-12-30,7962.255253372346,8425.0
1998-12-31,8354.321317451984,8460.0
1999-01-01,8262.877741834098,8460.0
1999-01-04,8649.864616566398,8294.999999999998
1999-01-05,8403.480556691708,8288.999999999998
1999-01-06,8712.345049773669,8238.499999999998
1999-01-07,8774.807963680221,8161.999999999998
1999-01-08,8353.498651889568,8120.0
1999-01-11,8910.20122692999,8044.0
1999-01-12,9064.722046367662,8184.0
1999-01-13,9244.413883736788,8105.7
