ds,predicted_y_train,actual_y_train
2000-10-30,5125.243124999999,4456.0
2000-10-31,5195.808117788461,4441.0
2000-11-01,5015.005687139423,4515.0
2000-11-02,5024.341019573317,4346.0
2000-11-03,5182.830041705828,4556.0
2000-11-06,5283.567216868042,4521.0
2000-11-07,5121.881635403753,4532.0
2000-11-08,4929.8866787124025,4614.0
2000-11-09,5142.4840895711,4891.0
2000-11-10,5034.632380588117,5499.5
2000-11-13,4991.931691925214,6094.5
2000-11-14,4943.685295752244,5533.0
2000-11-15,4701.091675924471,5364.0
2000-11-16,4995.618086643773,5489.5
2000-11-17,5011.434087129807,5418.0
2000-11-20,5010.970503024759,5348.0
2000-11-21,4859.757249329843,5230.0
2000-11-22,4895.149919488644,5149.0
2000-11-23,4968.941309693845,5163.0
2000-11-24,4997.033327101613,5368.0
2000-11-27,5209.0111953797705,5450.0
2000-11-28,5138.004791206452,5232.0
2000-11-29,5074.713903723506,5320.0
2000-11-30,5033.783112629632,5254.0
2000-12-01,4942.493438436294,5420.0
2000-12-04,4765.510790965125,5360.0
2000-12-05,4785.742729285364,5370.0
2000-12-06,4911.323476287137,5302.0
2000-12-07,4928.0991142427965,5135.0
2000-12-08,4879.136980860998,4960.0
2000-12-11,5111.857451259257,5075.0
2000-12-12,5003.217200764421,4887.0
2000-12-13,4948.763267168876,4915.0
2000-12-14,4933.111510192635,5025.0
2000-12-15,4956.206614062386,5072.0
2000-12-18,5028.6118269474755,5540.0
2000-12-19,5066.517210451304,5495.0
2000-12-20,5168.847996968914,5620.0
2000-12-21,5129.361025842928,5685.0
2000-12-22,5201.822636650382,5685.0
2000-12-25,5244.623880973974,5685.0
2000-12-26,5288.3034575613765,5685.0
2000-12-27,5297.762958186815,5650.0
2000-12-28,5280.289545525365,5858.0
2000-12-29,5319.644338323997,5858.0
2001-01-01,5297.164142933767,5858.0
2001-01-02,5392.658108609123,5745.0
2001-01-03,5576.492291036848,5700.0
2001-01-04,5633.69847215895,5960.0
2001-01-05,5602.003391977833,6320.0
2001-01-08,5530.018539456753,6310.0
2001-01-09,5290.983565020475,6326.0
2001-01-10,5221.991835156355,6030.0
2001-01-11,5237.103023171114,6215.0
2001-01-12,5422.456685358499,6322.0
2001-01-15,5363.594188923306,6206.0
2001-01-16,5144.1162877913275,6325.0
2001-01-17,5300.650424350637,5930.0
2001-01-18,5208.148478412029,5850.0
2001-01-19,5260.173668348176,5780.0
2001-01-22,5110.215739163837,5933.0
2001-01-23,5125.295235919482,6080.0
2001-01-24,5037.863911375849,6180.0
2001-01-25,5058.505257112224,6100.0
2001-01-26,5045.096956153106,5950.0
2001-01-29,5216.0486255061,6040.0
2001-01-30,5176.105349634715,6090.0
2001-01-31,5215.728913609072,5958.0
2001-02-01,5362.280263968452,6054.0
2001-02-02,5364.938680482005,6116.0
2001-02-05,5355.58568529183,6305.0
2001-02-06,5204.439090660508,6200.0
2001-02-07,5183.66907848097,5985.0
2001-02-08,5245.153421416431,6110.0
2001-02-09,5294.401374021005,6020.0
2001-02-12,5267.590675761821,6065.0
