ds,predicted_y_train,actual_y_train
1999-10-28,7158.5,7235.0
1999-10-29,7270.758333333333,7245.0
1999-11-01,7401.212916666666,7360.0
1999-11-02,7338.940229166667,7330.0
1999-11-03,7447.637240625001,7500.0
1999-11-04,7397.519102656252,7518.0
1999-11-05,7302.628391122397,7300.0
1999-11-08,7392.709810678515,7410.0
1999-11-09,7448.595301212441,7495.0
1999-11-10,7457.025066273064,7485.0
1999-11-11,7370.30965292005,7429.5
1999-11-12,7178.66680223272,7070.0
1999-11-15,7228.100142344355,7445.0
1999-11-16,7137.405149461573,7225.0
1999-11-17,7132.525406934653,7055.0
1999-11-18,7116.1016772813855,7180.0
1999-11-19,7193.8900944787865,7180.0
1999-11-22,7182.334599202726,7300.0
1999-11-23,7237.284662496197,7275.0
1999-11-24,7251.73222895434,7230.0
1999-11-25,7370.4021737353905,7360.0
1999-11-26,7459.163949088828,7610.0
1999-11-29,7490.000896543269,7500.0
1999-11-30,7482.52362887043,7420.0
1999-12-01,7391.036132188952,7395.0
1999-12-02,7417.20607676715,7455.0
1999-12-03,7456.90709213936,7448.0
1999-12-06,7467.054360523544,7514.0
1999-12-07,7551.771588015796,7523.0
1999-12-08,7582.39706902263,7705.0
1999-12-09,7324.232335826776,7608.0
1999-12-10,7262.286803305445,7438.0
1999-12-13,7266.46780335908,7390.0
1999-12-14,7185.919519743149,7120.0
1999-12-15,7128.911904923893,7201.0
1999-12-16,7140.864563156689,7211.0
1999-12-17,7139.152707450454,7160.0
1999-12-20,7136.415838099037,7200.0
1999-12-21,7198.803233377186,7243.0
1999-12-22,7212.745828587903,7310.0
1999-12-23,7212.579841902916,7245.0
1999-12-24,7189.688725311291,7245.0
1999-12-27,7152.131630789079,7245.0
1999-12-28,7126.571500834704,7110.0
1999-12-29,7072.190561099585,7185.0
1999-12-30,7096.998282545117,7110.0
1999-12-31,7018.287892834016,7110.0
2000-01-03,6964.273599535416,6935.0
2000-01-04,6567.66789481934,6370.0
2000-01-05,6456.929376826185,6569.0
2000-01-06,6792.47265888303,6607.0
2000-01-07,6824.901341702508,6734.0
2000-01-10,6803.032068622363,6796.0
2000-01-11,6939.7102818855265,6947.0
2000-01-12,7117.53315332598,7140.0
2000-01-13,7184.964215746083,7325.0
2000-01-14,7138.2025317088855,7145.0
2000-01-17,7138.155022921807,6995.0
2000-01-18,7230.725315496277,7320.0
2000-01-19,7327.038086268898,7415.0
2000-01-20,7310.836032486282,7278.0
2000-01-21,7023.665508682118,7265.0
2000-01-24,7015.364347850659,7089.0
2000-01-25,7125.025983703739,7080.0
2000-01-26,6924.148707847191,7005.0
2000-01-27,6917.146615184571,6720.0
2000-01-28,6809.420698483213,6780.0
2000-01-31,6910.977338765672,6935.0
2000-02-01,6924.645859060516,7020.0
2000-02-02,6758.344757272575,6845.0
2000-02-03,6862.782192961561,6920.0
2000-02-04,6828.981002998822,6850.0
2000-02-07,6845.068319396971,6870.0
2000-02-08,6844.786798602366,6900.0
2000-02-09,6717.757291104876,6850.0
2000-02-10,6579.701831327154,6490.0
2000-02-11,6549.438712106207,6586.0
2000-02-14,6520.000521126072,6667.0
2000-02-15,6497.792796036287,6507.0
2000-02-16,6422.346170063288,6424.0
2000-02-17,6342.078240919673,6444.0
2000-02-18,6316.940351341344,6270.0
2000-02-21,6281.604093474304,6380.0
2000-02-22,6261.316080755487,6300.0
2000-02-23,6179.730585608073,6185.0
2000-02-24,6164.509679496117,6210.0
2000-02-25,6233.111166045029,6398.0
2000-02-28,6368.654022756452,6390.0
2000-02-29,6380.387856955991,6450.0
2000-03-01,6286.303790184098,6475.0
2000-03-02,6269.714575163009,6390.0
2000-03-03,6222.894527606415,6312.0
2000-03-06,6192.590203836794,6275.0
2000-03-07,6098.682964725452,6170.0
2000-03-08,6082.044439698274,6035.0
2000-03-09,6110.342130461277,6230.0
2000-03-10,6172.557478751317,6260.0
2000-03-13,6153.713417083571,6222.0
2000-03-14,6024.099061881445,6162.0
2000-03-15,6000.414375173703,6079.0
2000-03-16,6058.751118762556,5973.0
2000-03-17,6145.868095988034,6190.0
2000-03-20,6137.314483220368,6215.0
2000-03-21,6121.333336041004,6330.0
2000-03-22,6206.100865471948,6305.0
2000-03-23,6124.419379465141,6220.0
2000-03-24,6034.1648644635925,5950.0
2000-03-27,5916.850882717853,6063.0
2000-03-28,6085.019059049258,5960.0
2000-03-29,5814.167285820588,5963.0
2000-03-30,5920.885460602412,5855.0
2000-03-31,5903.444004874383,6030.0
2000-04-03,5984.504812071115,6010.0
2000-04-04,6049.517209149497,6092.0
2000-04-05,6120.608921370699,6225.0
2000-04-06,6232.453812120987,6223.0
2000-04-07,6287.1760628706415,6380.0
2000-04-10,6292.906992076606,6433.0
2000-04-11,6371.966670826259,6388.0
2000-04-12,6389.360051273499,6475.0
2000-04-13,6408.807335078489,6475.0
2000-04-14,6418.460145894284,6475.0
2000-04-17,6432.089748389598,6535.0
2000-04-18,6409.028511648059,6430.0
2000-04-19,6398.129937095077,6442.0
2000-04-20,6470.814724009568,6487.0
2000-04-21,6446.034491236789,6405.0
2000-04-24,6530.527972575449,6335.0
2000-04-25,6489.320160401661,6560.0
2000-04-26,6329.293548802616,6526.0
2000-04-27,6494.516528618384,6560.0
2000-04-28,6523.198082019182,6562.0
2000-05-01,6563.185785876423,6593.0
2000-05-02,6633.103167900022,6678.0
2000-05-03,6659.382465837548,6770.0
2000-05-04,6635.854476394224,6670.0
2000-05-05,6606.157842941219,6670.0
2000-05-08,6622.106931944747,6620.0
2000-05-09,6929.900262271487,6707.0
2000-05-10,6957.796941843749,6879.0
2000-05-11,6986.21878637226,7379.5
2000-05-12,7197.6643589369505,7230.0
2000-05-15,7236.624569589083,7365.0
2000-05-16,7389.317977315723,7492.0
2000-05-17,7378.582450599107,7435.0
2000-05-18,7399.105076274309,7330.0
2000-05-19,7344.8362605542125,7322.0
2000-05-22,7775.753015686751,7255.0
